Fort-SMITH LATITUDE    60        LONGITUDE     -112      ALTITUDE    0 M
Fort-SMITH INSTRUMENT   18NM64    NEUTRON MONITOR     	
Fort-SMITH STANDARD PRESSURE    1013    MB     COEFFICIENT   -0.75     % / MB
Fort-SMITH 241121 300  181000-181500   00     200.02 1006.9    191.57     0.53     0.31
Fort-SMITH 241121 300  181500-182000   00     198.69 1006.8    190.25    -0.16    -0.39
Fort-SMITH 241121 300  182000-182500   00     202.15 1006.8    193.47     1.52     1.29
Fort-SMITH 241121 300  182500-183000   00     201.99 1006.8    193.33     1.45     1.20
Fort-SMITH 241121 300  183000-183500   00     201.88 1006.8    193.27     1.42     1.16
Fort-SMITH 241121 300  183500-184000   00     201.21 1006.8    192.57     1.06     0.78
Fort-SMITH 241121 300  184000-184500   00     203.03 1006.8    194.27     1.94     1.66
Fort-SMITH 241121 300  184500-185000   00     201.59 1006.7    192.81     1.18     0.88
Fort-SMITH 241121 300  185000-185500   00     200.69 1006.6    191.84     0.67     0.37
Fort-SMITH 241121 300  185500-190000   00     201.93 1006.6    192.97     1.26     0.95
Fort-SMITH 241121 300  190000-190500   00     201.24 1006.5    192.15     0.83     0.51
Fort-SMITH 241121 300  190500-191000   00     203.38 1006.4    194.15     1.88     1.55
Fort-SMITH 241121 300  191000-191500   00     200.64 1006.4    191.51     0.50     0.16
Fort-SMITH 241121 300  191500-192000   00     202.51 1006.4    193.26     1.42     1.06
Fort-SMITH 241121 300  192000-192500   00     202.15 1006.4    192.93     1.24     0.88
Fort-SMITH 241121 300  192500-193000   00     204.14 1006.4    194.76     2.21     1.84
Fort-SMITH 241121 300  193000-193500   00     202.73 1006.3    193.34     1.46     1.08
Fort-SMITH 241121 300  193500-194000   00     203.97 1006.2    194.43     2.03     1.65
Fort-SMITH 241121 300  194000-194500   00     204.23 1006.2    194.65     2.14     1.75
Fort-SMITH 241121 300  194500-195000   00     201.74 1006.2    192.19     0.85     0.45
Fort-SMITH 241121 300  195000-195500   00     202.22 1006.1    192.60     1.07     0.66
Fort-SMITH 241121 300  195500-200000   00     203.94 1006.1    194.16     1.89     1.48
Fort-SMITH 241121 300  200000-200500   00     203.14 1006.1    193.41     1.49     1.08
Fort-SMITH 241121 300  200500-201000   00     202.30 1006.0    192.47     1.00     0.58
Fort-SMITH 241121 300  201000-201500   00     201.03 1005.9    191.18     0.32    -0.10
Fort-SMITH 241121 300  201500-202000   00     201.72 1005.9    191.80     0.65     0.22
Fort-SMITH 241121 300  202000-202500   00     203.67 1005.8    193.52     1.55     1.12
Fort-SMITH 241121 300  202500-203000   00     201.88 1005.7    191.70     0.60     0.16
Fort-SMITH 241121 300  203000-203500   00     202.92 1005.7    192.62     1.08     0.63
Fort-SMITH 241121 300  203500-204000   00     204.70 1005.6    194.26     1.94     1.49
Fort-SMITH 241121 300  204000-204500   00     202.83 1005.6    192.44     0.98     0.53
Fort-SMITH 241121 300  204500-205000   00     205.63 1005.6    195.13     2.40     1.94
Fort-SMITH 241121 300  205000-205500   00     204.26 1005.6    193.77     1.69     1.22
Fort-SMITH 241121 300  205500-210000   00     202.87 1005.5    192.38     0.95     0.49
Fort-SMITH 241121 300  210000-210500   00     205.00 1005.5    194.24     1.93     1.47
Fort-SMITH 241121 300  210500-211000   00     202.73 1005.4    192.06     0.79     0.32
Fort-SMITH 241121 300  211000-211500   00     201.25 1005.5    190.66     0.05    -0.42
Fort-SMITH 241121 300  211500-212000   00     204.47 1005.5    193.74     1.67     1.20
Fort-SMITH 241121 300  212000-212500   00     201.63 1005.4    190.96     0.21    -0.26
Fort-SMITH 241121 300  212500-213000   00     202.32 1005.4    191.60     0.55     0.07
Fort-SMITH 241121 300  213000-213500   00     201.96 1005.4    191.23     0.35    -0.12
Fort-SMITH 241121 300  213500-214000   00     202.66 1005.4    191.93     0.72     0.24
Fort-SMITH 241121 300  214000-214500   00     202.09 1005.4    191.44     0.46    -0.01
Fort-SMITH 241121 300  214500-215000   00     200.52 1005.4    189.93    -0.33    -0.80
Fort-SMITH 241121 300  215000-215500   00     203.96 1005.4    193.13     1.35     0.88
Fort-SMITH 241121 300  215500-220000   00     202.76 1005.4    192.09     0.80     0.33
Fort-SMITH 241121 300  220000-220500   00     202.81 1005.5    192.15     0.83     0.37
Fort-SMITH 241121 300  220500-221000   00     205.00 1005.4    194.18     1.90     1.43
Fort-SMITH 241121 300  221000-221500   00     199.63 1005.4    189.11    -0.76    -1.23
Fort-SMITH 241121 300  221500-222000   00     203.02 1005.4    192.29     0.91     0.44
Fort-SMITH 241121 300  222000-222500   00     200.20 1005.4    189.62    -0.49    -0.96
Fort-SMITH 241121 300  222500-223000   00     203.83 1005.4    193.10     1.33     0.88
Fort-SMITH 241121 300  223000-223500   00     200.25 1005.5    189.80    -0.40    -0.86
Fort-SMITH 241121 300  223500-224000   00     200.96 1005.5    190.53    -0.02    -0.47
Fort-SMITH 241121 300  224000-224500   00     204.05 1005.5    193.40     1.49     1.04
Fort-SMITH 241121 300  224500-225000   00     201.95 1005.5    191.34     0.41    -0.04
Fort-SMITH 241121 300  225000-225500   00     199.93 1005.4    189.35    -0.63    -1.07
Fort-SMITH 241121 300  225500-230000   00     202.97 1005.3    192.11     0.81     0.38
Fort-SMITH 241121 300  230000-230500   00     201.12 1005.3    190.32    -0.12    -0.55
Fort-SMITH 241121 300  230500-231000   00     202.57 1005.3    191.71     0.60     0.18
Fort-SMITH 241121 300  231000-231500   00     202.22 1005.3    191.42     0.45     0.03
Fort-SMITH 241121 300  231500-232000   00     201.64 1005.3    190.81     0.13    -0.28
Fort-SMITH 241121 300  232000-232500   00     201.57 1005.3    190.70     0.08    -0.33
Fort-SMITH 241121 300  232500-233000   00     202.28 1005.2    191.33     0.40     0.00
Fort-SMITH 241121 300  233000-233500   00     202.08 1005.2    191.10     0.28    -0.11
Fort-SMITH 241121 300  233500-234000   00     201.33 1005.2    190.35    -0.11    -0.49
Fort-SMITH 241121 300  234000-234500   00     203.88 1005.2    192.76     1.16     0.78
Fort-SMITH 241121 300  234500-235000   00     204.08 1005.1    192.88     1.21     0.84
Fort-SMITH 241121 300  235000-235500   00     202.72 1005.1    191.59     0.54     0.18
Fort-SMITH 241121 300  235500-240000   00     203.79 1005.1    192.65     1.10     0.74
Fort-SMITH 241122 300  000000-000500   00     202.48 1005.2    191.47     0.48     0.13
Fort-SMITH 241122 300  000500-001000   00     203.01 1005.2    191.95     0.73     0.39
Fort-SMITH 241122 300  001000-001500   00     200.91 1005.1    189.89    -0.35    -0.68
Fort-SMITH 241122 300  001500-002000   00     203.07 1005.1    191.88     0.69     0.37
Fort-SMITH 241122 300  002000-002500   00     200.55 1005.0    189.44    -0.59    -0.90
Fort-SMITH 241122 300  002500-003000   00     202.46 1005.0    191.20     0.33     0.04
Fort-SMITH 241122 300  003000-003500   00     200.98 1005.0    189.73    -0.44    -0.72
Fort-SMITH 241122 300  003500-004000   00     203.32 1004.9    191.91     0.71     0.43
Fort-SMITH 241122 300  004000-004500   00     202.92 1004.9    191.41     0.44     0.18
Fort-SMITH 241122 300  004500-005000   00     204.99 1004.8    193.32     1.45     1.19
Fort-SMITH 241122 300  005000-005500   00     201.72 1004.8    190.18    -0.20    -0.44
Fort-SMITH 241122 300  005500-010000   00     202.53 1004.7    190.82     0.14    -0.09
Fort-SMITH 241122 300  010000-010500   00     202.19 1004.6    190.44    -0.06    -0.28
Fort-SMITH 241122 300  010500-011000   00     203.54 1004.6    191.63     0.56     0.35
Fort-SMITH 241122 300  011000-011500   00     204.13 1004.5    192.09     0.80     0.61
Fort-SMITH 241122 300  011500-012000   00     202.94 1004.5    190.88     0.17    -0.01
Fort-SMITH 241122 300  012000-012500   00     201.94 1004.4    189.86    -0.37    -0.53
Fort-SMITH 241122 300  012500-013000   00     204.13 1004.4    191.90     0.70     0.55
Fort-SMITH 241122 300  013000-013500   00     206.62 1004.4    194.24     1.93     1.79
Fort-SMITH 241122 300  013500-014000   00     201.26 1004.4    189.19    -0.72    -0.84
Fort-SMITH 241122 300  014000-014500   00     201.61 1004.4    189.50    -0.56    -0.67
Fort-SMITH 241122 300  014500-015000   00     201.96 1004.4    189.80    -0.40    -0.49
Fort-SMITH 241122 300  015000-015500   00     203.85 1004.3    191.56     0.52     0.45
Fort-SMITH 241122 300  015500-020000   00     202.05 1004.3    189.81    -0.39    -0.45
Fort-SMITH 241122 3600 020000-030000   00     202.72 1004.0    190.07    -0.26    -9999
Fort-SMITH 241122 3600 030000-040000   00     203.51 1003.7    190.37    -0.10    -9999
Fort-SMITH 241122 3600 040000-050000   00     202.69 1003.6    189.41    -0.60    -9999
Fort-SMITH 241122 3600 050000-060000   00     204.04 1003.6    190.65     0.05    -9999
Fort-SMITH 241122 3600 060000-070000   00     202.48 1003.7    189.41    -0.60    -9999
Fort-SMITH 241122 3600 070000-080000   00     201.08 1004.0    188.42    -1.12    -9999
Fort-SMITH 241122 3600 080000-090000   00     201.55 1004.1    189.01    -0.81    -9999
Fort-SMITH 241122 3600 090000-100000   00     201.25 1003.9    188.46    -1.10    -9999
Fort-SMITH 241122 3600 100000-110000   00     202.05 1003.6    188.84    -0.90    -9999
Fort-SMITH 241122 3600 110000-120000   00     201.53 1003.4    188.07    -1.31    -9999
Fort-SMITH 241122 3600 120000-130000   00     202.21 1003.3    188.54    -1.06    -9999
Fort-SMITH 241122 3600 130000-140000   00     202.11 1003.2    188.37    -1.15    -9999
Fort-SMITH 241122 3600 140000-150000   00     202.44 1003.3    188.82    -0.92    -9999
Fort-SMITH 241122 3600 150000-160000   00     202.13 1003.6    188.96    -0.84    -9999
Fort-SMITH 241122 3600 160000-170000   00     201.63 1004.1    189.17    -0.73    -9999
Fort-SMITH 241122 3600 170000-180000   00     201.93 1004.3    189.70    -0.45    -9999
Fort-SMITH 241122 3600 180000-190000   00     203.70 1004.5    191.59     0.54    -9999
Fort-SMITH 241122 3600 190000-200000   00     203.00 1004.6    191.16     0.32    -9999
Fort-SMITH 241122 3600 200000-210000   00     204.09 1004.9    192.55     1.04    -9999
Fort-SMITH 241122 3600 210000-220000   00     203.03 1004.9    191.55     0.52    -9999
Fort-SMITH 241122 3600 220000-230000   00     203.51 1004.9    191.94     0.72    -9999
Fort-SMITH 241122 3600 230000-240000   00     204.89 1005.0    193.43     1.51    -9999
*
COMMENT DATA SOURCE: NMDB | DOWNLOADED ON 27.11.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:29 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE76/C076FSMT_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
