APATITY LATITUDE    67.55     LONGITUDE     33.33     ALTITUDE    177 M
APATITY INSTRUMENT   18NM64    NEUTRON MONITOR	
APATITY STANDARD PRESSURE    1000    MB     COEFFICIENT   -0.72     % / MB
APATITY 170910 300  175500-180000   00     184.77  996.8    180.54     3.75     3.13
APATITY 170910 300  180000-180500   00     182.81  996.8    178.61     2.64     2.01
APATITY 170910 300  180500-181000   00     183.12  996.8    178.93     2.82     2.18
APATITY 170910 300  181000-181500   00     181.73  996.7    177.44     1.97     1.32
APATITY 170910 300  181500-182000   00     183.78  996.6    179.37     3.08     2.42
APATITY 170910 300  182000-182500   00     182.92  996.6    178.53     2.59     1.91
APATITY 170910 300  182500-183000   00     182.35  996.6    177.88     2.22     1.53
APATITY 170910 300  183000-183500   00     183.42  996.5    178.88     2.79     2.09
APATITY 170910 300  183500-184000   00     183.02  996.5    178.44     2.54     1.83
APATITY 170910 300  184000-184500   00     184.06  996.4    179.32     3.05     2.33
APATITY 170910 300  184500-185000   00     184.80  996.3    179.94     3.41     2.68
APATITY 170910 300  185000-185500   00     182.93  996.2    178.03     2.31     1.56
APATITY 170910 300  185500-190000   00     184.44  996.2    179.42     3.10     2.34
APATITY 170910 300  190000-190500   00     185.25  996.2    180.20     3.56     2.79
APATITY 170910 300  190500-191000   00     182.48  996.1    177.48     1.99     1.21
APATITY 170910 300  191000-191500   00     183.28  996.1    178.20     2.40     1.61
APATITY 170910 300  191500-192000   00     183.52  996.1    178.42     2.53     1.73
APATITY 170910 300  192000-192500   00     184.22  996.1    179.06     2.90     2.09
APATITY 170910 300  192500-193000   00     184.74  996.0    179.49     3.15     2.32
APATITY 170910 300  193000-193500   00     183.71  996.0    178.52     2.59     1.75
APATITY 170910 300  193500-194000   00     184.45  996.1    179.34     3.06     2.21
APATITY 170910 300  194000-194500   00     185.42  996.1    180.31     3.62     2.76
APATITY 170910 300  194500-195000   00     185.32  996.1    180.23     3.57     2.70
APATITY 170910 300  195000-195500   00     184.20  996.2    179.20     2.98     2.10
APATITY 170910 300  195500-200000   00     182.83  996.2    177.83     2.19     1.30
APATITY 170910 300  200000-200500   00     183.35  996.0    178.15     2.37     1.47
APATITY 170910 300  200500-201000   00     184.31  996.0    179.10     2.92     2.01
APATITY 170910 300  201000-201500   00     181.79  996.0    176.63     1.50     0.57
APATITY 170910 300  201500-202000   00     182.56  995.9    177.27     1.87     0.93
APATITY 170910 300  202000-202500   00     183.65  995.9    178.25     2.43     1.48
APATITY 170910 300  202500-203000   00     184.58  995.8    179.11     2.93     1.97
APATITY 170910 300  203000-203500   00     186.27  995.8    180.78     3.89     2.92
APATITY 170910 300  203500-204000   00     185.44  995.7    179.82     3.34     2.36
APATITY 170910 300  204000-204500   00     184.34  995.5    178.53     2.59     1.60
APATITY 170910 300  204500-205000   00     182.84  995.6    177.14     1.79     0.79
APATITY 170910 300  205000-205500   00     184.57  995.6    178.84     2.77     1.76
APATITY 170910 300  205500-210000   00     185.21  995.5    179.30     3.04     2.02
APATITY 170910 300  210000-210500   00     183.98  995.4    178.01     2.30     1.27
APATITY 170910 300  210500-211000   00     184.54  995.4    178.52     2.59     1.55
APATITY 170910 300  211000-211500   00     184.08  995.4    178.07     2.33     1.27
APATITY 170910 300  211500-212000   00     184.78  995.3    178.65     2.66     1.59
APATITY 170910 300  212000-212500   00     186.57  995.2    180.25     3.58     2.50
APATITY 170910 300  212500-213000   00     184.96  995.2    178.72     2.70     1.61
APATITY 170910 300  213000-213500   00     186.14  995.3    179.90     3.38     2.28
APATITY 170910 300  213500-214000   00     182.65  995.3    176.54     1.45     0.34
APATITY 170910 300  214000-214500   00     182.32  995.3    176.23     1.27     0.15
APATITY 170910 300  214500-215000   00     182.12  995.3    176.00     1.14     0.01
APATITY 170910 300  215000-215500   00     184.36  995.2    178.11     2.35     1.21
APATITY 170910 300  215500-220000   00     183.93  995.2    177.64     2.08     0.93
APATITY 170910 300  220000-220500   00     184.11  995.1    177.76     2.15     0.99
APATITY 170910 300  220500-221000   00     184.59  995.1    178.19     2.40     1.23
APATITY 170910 300  221000-221500   00     183.42  995.1    177.02     1.72     0.54
APATITY 170910 300  221500-222000   00     184.11  995.0    177.61     2.06     0.87
APATITY 170910 300  222000-222500   00     182.24  994.9    175.66     0.94    -0.26
APATITY 170910 300  222500-223000   00     182.56  994.9    175.92     1.09    -0.12
APATITY 170910 300  223000-223500   00     184.41  994.8    177.60     2.06     0.84
APATITY 170910 300  223500-224000   00     186.61  994.7    179.62     3.22     1.99
APATITY 170910 300  224000-224500   00     183.15  994.6    176.17     1.24     0.00
APATITY 170910 300  224500-225000   00     185.42  994.5    178.27     2.45     1.20
APATITY 170910 300  225000-225500   00     184.42  994.5    177.26     1.86     0.60
APATITY 170910 300  225500-230000   00     186.61  994.4    179.29     3.03     1.76
APATITY 170910 300  230000-230500   00     184.98  994.4    177.62     2.07     0.79
APATITY 170910 300  230500-231000   00     185.20  994.3    177.80     2.17     0.88
APATITY 170910 300  231000-231500   00     183.88  994.2    176.34     1.33     0.03
APATITY 170910 300  231500-232000   00     186.18  994.1    178.46     2.55     1.24
APATITY 170910 300  232000-232500   00     184.99  994.0    177.21     1.83     0.51
APATITY 170910 300  232500-233000   00     185.51  994.0    177.62     2.07     0.74
APATITY 170910 300  233000-233500   00     185.30  993.8    177.22     1.84     0.50
APATITY 170910 300  233500-234000   00     184.55  993.8    176.47     1.41     0.06
APATITY 170910 300  234000-234500   00     188.42  993.7    180.02     3.45     2.09
APATITY 170910 300  234500-235000   00     184.72  993.6    176.38     1.36    -0.01
APATITY 170910 300  235000-235500   00     186.06  993.5    177.56     2.03     0.65
APATITY 170910 300  235500-240000   00     185.54  993.4    176.94     1.68     0.29
APATITY 170911 300  000000-000500   00     188.11  993.3    179.29     3.03     1.63
APATITY 170911 300  000500-001000   00     186.98  993.2    178.10     2.35     0.94
APATITY 170911 300  001000-001500   00     186.20  993.1    177.19     1.83     0.41
APATITY 170911 300  001500-002000   00     186.69  993.1    177.61     2.06     0.63
APATITY 170911 300  002000-002500   00     187.10  993.0    177.91     2.24     0.80
APATITY 170911 300  002500-003000   00     186.94  992.9    177.63     2.08     0.63
APATITY 170911 300  003000-003500   00     186.02  992.8    176.67     1.53     0.07
APATITY 170911 300  003500-004000   00     185.38  992.8    176.06     1.17    -0.30
APATITY 170911 300  004000-004500   00     187.89  992.8    178.44     2.54     1.07
APATITY 170911 300  004500-005000   00     186.15  992.8    176.72     1.55     0.07
APATITY 170911 300  005000-005500   00     186.65  992.7    177.08     1.76     0.27
APATITY 170911 300  005500-010000   00     185.90  992.5    176.15     1.23    -0.27
APATITY 170911 300  010000-010500   00     188.29  992.3    178.19     2.40     0.89
APATITY 170911 300  010500-011000   00     188.24  992.2    178.02     2.30     0.78
APATITY 170911 300  011000-011500   00     189.41  992.2    179.06     2.90     1.37
APATITY 170911 300  011500-012000   00     186.86  992.2    176.66     1.52    -0.02
APATITY 170911 300  012000-012500   00     187.28  992.1    176.91     1.66     0.11
APATITY 170911 300  012500-013000   00     187.25  992.0    176.81     1.61     0.05
APATITY 170911 300  013000-013500   00     187.78  992.0    177.23     1.84     0.27
APATITY 170911 300  013500-014000   00     187.90  991.9    177.28     1.88     0.30
APATITY 170911 300  014000-014500   00     189.30  991.9    178.61     2.64     1.06
APATITY 170911 300  014500-015000   00     187.65  991.9    177.06     1.75     0.16
APATITY 170911 300  015000-015500   00     189.43  991.8    178.53     2.59     0.99
APATITY 170911 300  015500-020000   00     187.45  991.8    176.64     1.51    -0.10
APATITY 170911 300  020000-020500   00     188.21  991.7    177.33     1.90     0.28
APATITY 170911 300  020500-021000   00     187.62  991.5    176.54     1.45    -0.18
APATITY 170911 300  021000-021500   00     188.58  991.4    177.26     1.86     0.22
APATITY 170911 300  021500-022000   00     186.74  991.2    175.33     0.75    -0.90
APATITY 170911 300  022000-022500   00     187.72  991.1    176.13     1.21    -0.45
APATITY 170911 300  022500-023000   00     188.21  991.1    176.50     1.43    -0.23
APATITY 170911 300  023000-023500   00     188.75  991.0    176.87     1.64    -0.03
APATITY 170911 300  023500-024000   00     190.68  990.9    178.55     2.60     0.92
APATITY 170911 300  024000-024500   00     188.52  990.8    176.41     1.38    -0.31
APATITY 170911 300  024500-025000   00     190.72  990.7    178.38     2.51     0.81
APATITY 170911 300  025000-025500   00     188.21  990.7    175.99     1.13    -0.58
APATITY 170911 300  025500-030000   00     189.71  990.6    177.24     1.86     0.14
APATITY 170911 300  030000-030500   00     189.43  990.5    176.95     1.68    -0.04
APATITY 170911 300  030500-031000   00     189.50  990.5    176.96     1.69    -9999
APATITY 170911 300  031000-031500   00     188.78  990.4    176.21     1.26    -9999
APATITY 170911 300  031500-032000   00     189.30  990.4    176.62     1.49    -9999
APATITY 170911 300  032000-032500   00     190.59  990.2    177.63     2.07    -9999
APATITY 170911 300  032500-033000   00     187.72  990.1    174.84     0.47    -9999
APATITY 170911 300  033000-033500   00     188.82  990.1    175.76     1.00    -9999
APATITY 170911 300  033500-034000   00     190.78  990.0    177.48     1.99    -9999
APATITY 170911 300  034000-034500   00     193.00  990.0    179.59     3.21    -9999
APATITY 170911 300  034500-035000   00     189.92  990.0    176.76     1.58    -9999
APATITY 170911 300  035000-035500   00     191.21  989.9    177.86     2.21    -9999
APATITY 170911 300  035500-040000   00     190.98  989.9    177.60     2.06    -9999
APATITY 170911 300  040000-040500   00     189.55  989.9    176.21     1.26    -9999
APATITY 170911 300  040500-041000   00     190.06  989.8    176.66     1.52    -9999
APATITY 170911 300  041000-041500   00     190.57  989.7    177.01     1.72    -9999
APATITY 170911 300  041500-042000   00     189.12  989.6    175.52     0.86    -9999
APATITY 170911 300  042000-042500   00     190.42  989.6    176.64     1.51    -9999
APATITY 170911 300  042500-043000   00     189.03  989.5    175.22     0.69    -9999
APATITY 170911 300  043000-043500   00     191.04  989.4    176.96     1.69    -9999
APATITY 170911 300  043500-044000   00     191.52  989.3    177.29     1.88    -9999
APATITY 170911 300  044000-044500   00     192.99  989.2    178.52     2.59    -9999
APATITY 170911 300  044500-045000   00     193.25  989.1    178.63     2.65    -9999
APATITY 170911 300  045000-045500   00     192.27  989.0    177.61     2.07    -9999
APATITY 170911 300  045500-050000   00     190.60  988.9    175.90     1.09    -9999
APATITY 170911 300  050000-050500   00     193.90  988.8    178.92     2.82    -9999
APATITY 170911 300  050500-051000   00     192.67  988.8    177.81     2.18    -9999
APATITY 170911 300  051000-051500   00     192.48  988.9    177.72     2.13    -9999
APATITY 170911 300  051500-052000   00     194.68  988.8    179.61     3.22    -9999
APATITY 170911 300  052000-052500   00     194.39  988.7    179.19     2.97    -9999
APATITY 170911 300  052500-053000   00     193.16  988.7    178.01     2.30    -9999
APATITY 170911 300  053000-053500   00     191.41  988.6    176.33     1.33    -9999
APATITY 170911 300  053500-054000   00     191.26  988.5    176.12     1.21    -9999
APATITY 170911 300  054000-054500   00     193.62  988.5    178.27     2.45    -9999
APATITY 170911 300  054500-055000   00     192.41  988.5    177.18     1.82    -9999
APATITY 170911 300  055000-055500   00     191.55  988.5    176.27     1.30    -9999
APATITY 170911 300  055500-060000   00     191.10  988.4    175.77     1.01    -9999
APATITY 170911 300  060000-060500   00     192.82  988.4    177.35     1.92    -9999
APATITY 170911 300  060500-061000   00     193.22  988.4    177.78     2.17    -9999
APATITY 170911 300  061000-061500   00     194.50  988.5    179.00     2.86    -9999
APATITY 170911 300  061500-062000   00     195.13  988.5    179.61     3.21    -9999
APATITY 170911 300  062000-062500   00     195.47  988.5    179.88     3.37    -9999
APATITY 170911 300  062500-063000   00     191.36  988.4    176.03     1.16    -9999
APATITY 170911 300  063000-063500   00     196.02  988.4    180.31     3.62    -9999
APATITY 170911 300  063500-064000   00     195.17  988.4    179.51     3.15    -9999
APATITY 170911 300  064000-064500   00     192.67  988.4    177.18     1.82    -9999
APATITY 170911 300  064500-065000   00     193.74  988.3    178.09     2.34    -9999
APATITY 170911 300  065000-065500   00     195.26  988.2    179.41     3.10    -9999
APATITY 170911 300  065500-070000   00     194.75  988.2    178.85     2.78    -9999
APATITY 170911 300  070000-070500   00     195.43  988.1    179.35     3.06    -9999
APATITY 170911 300  070500-071000   00     195.66  988.0    179.47     3.13    -9999
APATITY 170911 300  071000-071500   00     193.06  987.9    177.00     1.71    -9999
APATITY 170911 300  071500-072000   00     192.88  987.9    176.76     1.58    -9999
APATITY 170911 300  072000-072500   00     194.89  987.8    178.49     2.57    -9999
APATITY 170911 300  072500-073000   00     194.38  987.8    178.00     2.29    -9999
APATITY 170911 300  073000-073500   00     193.87  987.7    177.49     2.00    -9999
APATITY 170911 300  073500-074000   00     193.53  987.7    177.09     1.77    -9999
APATITY 170911 300  074000-074500   00     193.76  987.6    177.26     1.87    -9999
APATITY 170911 300  074500-075000   00     195.08  987.6    178.39     2.51    -9999
APATITY 170911 300  075000-075500   00     196.79  987.4    179.74     3.29    -9999
APATITY 170911 300  075500-080000   00     193.24  987.2    176.28     1.30    -9999
APATITY 170911 300  080000-080500   00     194.01  987.2    176.93     1.68    -9999
APATITY 170911 300  080500-081000   00     194.92  987.2    177.70     2.12    -9999
APATITY 170911 300  081000-081500   00     193.97  987.1    176.77     1.58    -9999
APATITY 170911 300  081500-082000   00     197.11  987.0    179.50     3.15    -9999
APATITY 170911 300  082000-082500   00     195.35  987.0    177.91     2.24    -9999
APATITY 170911 300  082500-083000   00     197.28  987.0    179.61     3.21    -9999
APATITY 170911 300  083000-083500   00     196.12  986.9    178.44     2.54    -9999
APATITY 170911 300  083500-084000   00     195.77  986.8    178.04     2.31    -9999
APATITY 170911 300  084000-084500   00     194.10  986.8    176.46     1.41    -9999
APATITY 170911 300  084500-085000   00     194.41  986.7    176.68     1.53    -9999
APATITY 170911 300  085000-085500   00     192.75  986.7    175.14     0.65    -9999
APATITY 170911 300  085500-090000   00     196.29  986.6    178.23     2.42    -9999
APATITY 170911 300  090000-090500   00     195.11  986.5    177.08     1.76    -9999
APATITY 170911 300  090500-091000   00     196.77  986.4    178.46     2.55    -9999
APATITY 170911 300  091000-091500   00     195.45  986.3    177.09     1.77    -9999
APATITY 170911 300  091500-092000   00     196.72  986.3    178.20     2.41    -9999
APATITY 170911 300  092000-092500   00     197.92  986.2    179.20     2.98    -9999
APATITY 170911 300  092500-093000   00     197.37  986.1    178.61     2.64    -9999
APATITY 170911 300  093000-093500   00     195.82  986.1    177.11     1.78    -9999
APATITY 170911 300  093500-094000   00     195.99  986.1    177.29     1.88    -9999
APATITY 170911 300  094000-094500   00     196.88  986.1    178.10     2.35    -9999
APATITY 170911 300  094500-095000   00     197.68  986.1    178.91     2.81    -9999
APATITY 170911 300  095000-095500   00     197.62  986.2    178.94     2.83    -9999
APATITY 170911 300  095500-100000   00     197.16  986.2    178.56     2.61    -9999
APATITY 170911 300  100000-100500   00     197.10  986.3    178.60     2.63    -9999
APATITY 170911 300  100500-101000   00     195.66  986.5    177.48     1.99    -9999
APATITY 170911 300  101000-101500   00     194.50  986.7    176.70     1.54    -9999
APATITY 170911 300  101500-102000   00     196.91  986.8    179.02     2.87    -9999
APATITY 170911 300  102000-102500   00     198.70  986.9    180.83     3.92    -9999
APATITY 170911 300  102500-103000   00     194.83  987.1    177.50     2.00    -9999
APATITY 170911 300  103000-103500   00     192.94  987.2    176.00     1.14    -9999
APATITY 170911 300  103500-104000   00     194.87  987.4    177.94     2.25    -9999
APATITY 170911 300  104000-104500   00     194.37  987.5    177.61     2.06    -9999
APATITY 170911 300  104500-105000   00     195.45  987.5    178.67     2.68    -9999
APATITY 170911 300  105000-105500   00     196.59  987.6    179.76     3.30    -9999
APATITY 170911 300  105500-110000   00     193.72  987.6    177.18     1.82    -9999
APATITY 170911 300  110000-110500   00     193.70  987.6    177.20     1.83    -9999
APATITY 170911 300  110500-111000   00     195.58  987.7    178.96     2.84    -9999
APATITY 170911 300  111000-111500   00     193.61  987.7    177.21     1.83    -9999
APATITY 170911 300  111500-112000   00     195.72  987.7    179.18     2.97    -9999
APATITY 170911 300  112000-112500   00     194.76  987.8    178.32     2.47    -9999
APATITY 170911 300  112500-113000   00     193.72  987.7    177.37     1.93    -9999
APATITY 170911 300  113000-113500   00     193.34  987.7    177.01     1.72    -9999
APATITY 170911 300  113500-114000   00     194.90  987.7    178.43     2.54    -9999
APATITY 170911 300  114000-114500   00     194.29  987.8    177.92     2.24    -9999
APATITY 170911 300  114500-115000   00     193.91  987.8    177.62     2.07    -9999
APATITY 170911 300  115000-115500   00     193.29  987.8    177.07     1.76    -9999
APATITY 170911 300  115500-120000   00     193.44  987.8    177.22     1.84    -9999
APATITY 170911 3600 120000-130000   00     194.37  987.9    178.18     2.39    -9999
APATITY 170911 3600 130000-140000   00     193.25  988.2    177.51     2.01    -9999
APATITY 170911 3600 140000-150000   00     193.00  988.2    177.33     1.90    -9999
APATITY 170911 3600 150000-160000   00     192.97  988.3    177.34     1.91    -9999
APATITY 170911 3600 160000-170000   00     191.91  988.4    176.56     1.46    -9999
APATITY 170911 3600 170000-180000   00     190.71  988.7    175.79     1.02    -9999
APATITY 170911 3600 180000-190000   00     190.78  988.9    176.13     1.21    -9999
APATITY 170911 3600 190000-200000   00     190.06  989.0    175.57     0.89    -9999
APATITY 170911 3600 200000-210000   00     190.09  989.4    176.12     1.21    -9999
APATITY 170911 3600 210000-220000   00     188.27  990.0    175.18     0.67    -9999
APATITY 170911 3600 220000-230000   00     188.37  990.2    175.56     0.89    -9999
APATITY 170911 3600 230000-240000   00     188.15  990.4    175.60     0.91    -9999
*
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:21:59 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE72/C072APTY_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
