DOMB       LATITUDE    75.1      LONGITUDE     -123.38   ALTITUDE    3233 M
DOMB       INSTRUMENT   BARE  NEUTRON MONITOR
DOMB       STANDARD PRESSURE    650     MB     COEFFICIENT   -0.754    % / MB
DOMB       240608 300  051000-051500   00       4.35  626.6      4.18    -2.95    -4.53
DOMB       240608 300  051500-052000   00       4.58  626.6      4.40     2.08     0.47
DOMB       240608 300  052000-052500   00       4.87  626.6      4.68     8.65     7.01
DOMB       240608 300  052500-053000   00       4.55  626.5      4.37     1.30    -0.37
DOMB       240608 300  053000-053500   00       4.52  626.5      4.35     0.92    -0.79
DOMB       240608 300  053500-054000   00       4.53  626.5      4.35     0.92    -0.82
DOMB       240608 300  054000-054500   00       4.58  626.5      4.40     2.08     0.31
DOMB       240608 300  054500-055000   00       4.73  626.4      4.55     5.56     3.76
DOMB       240608 300  055000-055500   00       4.33  626.4      4.15    -3.72    -5.55
DOMB       240608 300  055500-060000   00       4.75  626.4      4.57     5.94     4.08
DOMB       240608 300  060000-060500   00       4.45  626.4      4.27    -1.01    -2.91
DOMB       240608 300  060500-061000   00       4.50  626.4      4.32     0.14    -1.78
DOMB       240608 300  061000-061500   00       4.62  626.4      4.43     2.85     0.90
DOMB       240608 300  061500-062000   00       4.60  626.5      4.42     2.46     0.48
DOMB       240608 300  062000-062500   00       4.62  626.5      4.43     2.85     0.83
DOMB       240608 300  062500-063000   00       4.77  626.5      4.58     6.33     4.28
DOMB       240608 300  063000-063500   00       4.38  626.5      4.22    -2.17    -4.25
DOMB       240608 300  063500-064000   00       4.75  626.5      4.57     5.94     3.83
DOMB       240608 300  064000-064500   00       4.67  626.4      4.48     4.01     1.87
DOMB       240608 300  064500-065000   00       4.65  626.4      4.47     3.62     1.45
DOMB       240608 300  065000-065500   00       4.58  626.4      4.40     2.08    -0.13
DOMB       240608 300  065500-070000   00       4.43  626.4      4.25    -1.40    -3.64
DOMB       240608 300  070000-070500   00       4.58  626.4      4.42     2.46     0.20
DOMB       240608 300  070500-071000   00       4.53  626.5      4.35     0.92    -1.38
DOMB       240608 300  071000-071500   00       4.62  626.5      4.43     2.85     0.52
DOMB       240608 300  071500-072000   00       4.53  626.5      4.37     1.30    -1.06
DOMB       240608 300  072000-072500   00       4.77  626.6      4.58     6.33     3.94
DOMB       240608 300  072500-073000   00       4.58  626.7      4.40     2.08    -0.34
DOMB       240608 300  073000-073500   00       4.27  626.7      4.10    -4.88    -7.34
DOMB       240608 300  073500-074000   00       4.25  626.7      4.08    -5.27    -7.75
DOMB       240608 300  074000-074500   00       4.53  626.7      4.37     1.30    -1.21
DOMB       240608 300  074500-075000   00       4.92  626.7      4.73     9.81     7.26
DOMB       240608 300  075000-075500   00       4.60  626.6      4.42     2.46    -0.11
DOMB       240608 300  075500-080000   00       4.83  626.6      4.67     8.26     5.66
DOMB       240608 300  080000-080500   00       4.62  626.6      4.43     2.85     0.21
DOMB       240608 300  080500-081000   00       4.43  626.6      4.27    -1.01    -3.69
DOMB       240608 300  081000-081500   00       4.45  626.7      4.28    -0.63    -3.33
DOMB       240608 300  081500-082000   00       4.55  626.7      4.38     1.69    -1.04
DOMB       240608 300  082000-082500   00       4.48  626.7      4.32     0.14    -2.62
DOMB       240608 300  082500-083000   00       4.42  626.8      4.25    -1.40    -4.20
DOMB       240608 300  083000-083500   00       4.42  626.8      4.25    -1.40    -4.23
DOMB       240608 300  083500-084000   00       4.32  626.8      4.17    -3.33    -6.19
DOMB       240608 300  084000-084500   00       4.65  626.8      4.48     4.01     1.12
DOMB       240608 300  084500-085000   00       4.38  626.7      4.22    -2.17    -5.10
DOMB       240608 300  085000-085500   00       4.58  626.8      4.42     2.46    -0.49
DOMB       240608 300  085500-090000   00       4.57  626.8      4.40     2.08    -0.91
DOMB       240608 300  090000-090500   00       4.55  626.9      4.38     1.69    -1.32
DOMB       240608 300  090500-091000   00       4.80  626.9      4.63     7.49     4.44
DOMB       240608 300  091000-091500   00       4.63  626.9      4.47     3.62     0.55
DOMB       240608 300  091500-092000   00       4.52  626.8      4.35     0.92    -2.19
DOMB       240608 300  092000-092500   00       4.93  626.7      4.75    10.20     7.06
DOMB       240608 300  092500-093000   00       4.78  626.6      4.60     6.72     3.55
DOMB       240608 300  093000-093500   00       4.68  626.6      4.50     4.40     1.20
DOMB       240608 300  093500-094000   00       4.67  626.6      4.48     4.01     0.78
DOMB       240608 300  094000-094500   00       4.45  626.7      4.28    -0.63    -3.89
DOMB       240608 300  094500-095000   00       4.67  626.6      4.50     4.40     1.10
DOMB       240608 300  095000-095500   00       4.48  626.7      4.32     0.14    -3.18
DOMB       240608 300  095500-100000   00       4.60  626.7      4.43     2.85    -0.51
DOMB       240608 300  100000-100500   00       4.62  626.7      4.45     3.24    -0.15
DOMB       240608 300  100500-101000   00       4.47  626.7      4.30    -0.24    -3.66
DOMB       240608 300  101000-101500   00       4.45  626.7      4.28    -0.63    -4.08
DOMB       240608 300  101500-102000   00       4.67  626.6      4.48     4.01     0.53
DOMB       240608 300  102000-102500   00       4.48  626.7      4.32     0.14    -3.37
DOMB       240608 300  102500-103000   00       4.55  626.7      4.38     1.69    -1.85
DOMB       240608 300  103000-103500   00       4.40  626.7      4.25    -1.40    -4.98
DOMB       240608 300  103500-104000   00       4.68  626.7      4.52     4.78     1.18
DOMB       240608 300  104000-104500   00       4.70  626.6      4.53     5.17     1.53
DOMB       240608 300  104500-105000   00       4.53  626.7      4.37     1.30    -2.37
DOMB       240608 300  105000-105500   00       4.50  626.7      4.35     0.92    -2.78
DOMB       240608 300  105500-110000   00       4.37  626.8      4.20    -2.56    -6.29
DOMB       240608 300  110000-110500   00       4.72  626.9      4.55     5.56     1.79
DOMB       240608 300  110500-111000   00       4.85  626.9      4.68     8.65     4.86
DOMB       240608 300  111000-111500   00       4.63  626.9      4.47     3.62    -0.20
DOMB       240608 300  111500-112000   00       4.67  626.9      4.50     4.40     0.54
DOMB       240608 300  112000-112500   00       4.53  627.0      4.38     1.69    -9999
DOMB       240608 300  112500-113000   00       4.53  627.0      4.37     1.30    -9999
DOMB       240608 300  113000-113500   00       4.65  626.9      4.48     4.01    -9999
DOMB       240608 300  113500-114000   00       4.48  626.9      4.33     0.53    -9999
DOMB       240608 300  114000-114500   00       4.37  626.9      4.22    -2.17    -9999
DOMB       240608 300  114500-115000   00       4.77  626.9      4.62     7.10    -9999
DOMB       240608 300  115000-115500   00       4.42  626.9      4.27    -1.01    -9999
DOMB       240608 300  115500-120000   00       4.55  627.0      4.38     1.69    -9999
DOMB       240608 3600 120000-130000   00       4.60  627.3      4.45     3.24    -9999
DOMB       240608 3600 130000-140000   00       4.45  627.6      4.32     0.14    -9999
DOMB       240608 3600 140000-150000   00       4.50  627.9      4.37     1.30    -9999
DOMB       240608 3600 150000-160000   00       4.58  628.4      4.48     4.01    -9999
DOMB       240608 3600 160000-170000   00       4.55  628.9      4.47     3.62    -9999
DOMB       240608 3600 170000-180000   00       4.53  629.5      4.45     3.24    -9999
DOMB       240608 3600 180000-190000   00       4.42  630.4      4.37     1.30    -9999
DOMB       240608 3600 190000-200000   00       4.42  630.8      4.38     1.69    -9999
DOMB       240608 3600 200000-210000   00       4.42  631.0      4.40     2.08    -9999
DOMB       240608 3600 210000-220000   00       4.45  631.1      4.42     2.46    -9999
DOMB       240608 3600 220000-230000   00       4.50  631.5      4.50     4.40    -9999
DOMB       240608 3600 230000-240000   00       4.43  631.7      4.42     2.46    -9999
*
COMMENT DATA SOURCE: OULU | DOWNLOADED ON 08.12.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:23:44 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE75/C075DOMB_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
