APATITY LATITUDE    67.55     LONGITUDE     33.33     ALTITUDE    177 M
APATITY INSTRUMENT   18NM64    NEUTRON MONITOR	
APATITY STANDARD PRESSURE    1000    MB     COEFFICIENT   -0.72     % / MB
APATITY 240511 300  015000-015500   00     156.26  990.8    146.27     2.08     1.84
APATITY 240511 300  015500-020000   00     153.50  990.9    143.75     0.33     0.07
APATITY 240511 300  020000-020500   00     157.88  990.9    147.90     3.22     2.95
APATITY 240511 300  020500-021000   00     155.54  991.0    145.77     1.74     1.46
APATITY 240511 300  021000-021500   00     156.71  991.1    146.96     2.57     2.27
APATITY 240511 300  021500-022000   00     157.04  991.1    147.34     2.83     2.52
APATITY 240511 300  022000-022500   00     154.78  991.2    145.27     1.38     1.06
APATITY 240511 300  022500-023000   00     157.20  991.3    147.65     3.05     2.71
APATITY 240511 300  023000-023500   00     157.49  991.4    148.00     3.30     2.95
APATITY 240511 300  023500-024000   00     159.98  991.4    150.34     4.93     4.57
APATITY 240511 300  024000-024500   00     160.12  991.3    150.43     4.99     4.61
APATITY 240511 300  024500-025000   00     160.51  991.3    150.78     5.23     4.84
APATITY 240511 300  025000-025500   00     161.31  991.3    151.56     5.77     5.37
APATITY 240511 300  025500-030000   00     162.28  991.3    152.45     6.40     5.99
APATITY 240511 300  030000-030500   00     159.51  991.4    149.95     4.65     4.22
APATITY 240511 300  030500-031000   00     161.02  991.4    151.40     5.66     5.22
APATITY 240511 300  031000-031500   00     160.84  991.5    151.31     5.60     5.15
APATITY 240511 300  031500-032000   00     160.38  991.5    150.91     5.32     4.85
APATITY 240511 300  032000-032500   00     159.27  991.6    149.88     4.60     4.12
APATITY 240511 300  032500-033000   00     160.27  991.6    150.87     5.30     4.80
APATITY 240511 300  033000-033500   00     160.36  991.7    151.00     5.39     4.88
APATITY 240511 300  033500-034000   00     159.13  991.7    149.95     4.65     4.13
APATITY 240511 300  034000-034500   00     160.49  991.8    151.33     5.61     5.08
APATITY 240511 300  034500-035000   00     159.83  991.9    150.80     5.25     4.70
APATITY 240511 300  035000-035500   00     157.89  992.0    149.10     4.06     3.50
APATITY 240511 300  035500-040000   00     157.81  992.1    149.12     4.07     3.50
APATITY 240511 300  040000-040500   00     162.96  992.1    153.98     7.46     6.88
APATITY 240511 300  040500-041000   00     158.08  992.1    149.36     4.24     3.65
APATITY 240511 300  041000-041500   00     157.53  992.2    148.93     3.94     3.33
APATITY 240511 300  041500-042000   00     159.96  992.3    151.28     5.58     4.96
APATITY 240511 300  042000-042500   00     155.97  992.3    147.55     2.98     2.34
APATITY 240511 300  042500-043000   00     157.96  992.4    149.51     4.35     3.70
APATITY 240511 300  043000-043500   00     157.89  992.4    149.50     4.34     3.68
APATITY 240511 300  043500-044000   00     158.42  992.5    150.06     4.73     4.05
APATITY 240511 300  044000-044500   00     156.83  992.5    148.58     3.70     3.01
APATITY 240511 300  044500-045000   00     158.34  992.5    150.03     4.71     4.01
APATITY 240511 300  045000-045500   00     158.76  992.6    150.54     5.06     4.35
APATITY 240511 300  045500-050000   00     157.44  992.7    149.37     4.25     3.52
APATITY 240511 300  050000-050500   00     160.11  992.7    151.96     6.05     5.32
APATITY 240511 300  050500-051000   00     157.92  992.8    149.91     4.62     3.88
APATITY 240511 300  051000-051500   00     156.98  992.8    149.03     4.01     3.25
APATITY 240511 300  051500-052000   00     157.09  992.8    149.17     4.11     3.33
APATITY 240511 300  052000-052500   00     158.82  992.9    150.89     5.31     4.52
APATITY 240511 300  052500-053000   00     157.90  992.9    150.08     4.75     3.95
APATITY 240511 300  053000-053500   00     159.58  993.0    151.75     5.91     5.10
APATITY 240511 300  053500-054000   00     156.69  993.1    149.10     4.06     3.24
APATITY 240511 300  054000-054500   00     159.05  993.2    151.46     5.71     4.88
APATITY 240511 300  054500-055000   00     155.22  993.3    147.92     3.23     2.39
APATITY 240511 300  055000-055500   00     157.54  993.4    150.18     4.82     3.96
APATITY 240511 300  055500-060000   00     158.54  993.4    151.23     5.55     4.68
APATITY 240511 300  060000-060500   00     157.12  993.5    149.93     4.64     3.76
APATITY 240511 300  060500-061000   00     157.56  993.6    150.44     5.00     4.10
APATITY 240511 300  061000-061500   00     157.02  993.6    149.97     4.67     3.76
APATITY 240511 300  061500-062000   00     158.19  993.7    151.16     5.50     4.58
APATITY 240511 300  062000-062500   00     156.61  993.7    149.70     4.48     3.55
APATITY 240511 300  062500-063000   00     156.26  993.8    149.48     4.33     3.39
APATITY 240511 300  063000-063500   00     158.83  993.9    151.98     6.07     5.12
APATITY 240511 300  063500-064000   00     157.44  994.0    150.73     5.20     4.23
APATITY 240511 300  064000-064500   00     155.38  994.0    148.80     3.85     2.88
APATITY 240511 300  064500-065000   00     155.06  994.1    148.58     3.70     2.71
APATITY 240511 300  065000-065500   00     155.26  994.1    148.84     3.88     2.88
APATITY 240511 300  065500-070000   00     151.98  994.2    145.76     1.73     0.72
APATITY 240511 300  070000-070500   00     153.37  994.3    147.17     2.72     1.70
APATITY 240511 300  070500-071000   00     155.05  994.3    148.86     3.89     2.86
APATITY 240511 300  071000-071500   00     154.26  994.4    148.11     3.37     2.33
APATITY 240511 300  071500-072000   00     156.28  994.3    150.05     4.72     3.67
APATITY 240511 300  072000-072500   00     157.25  994.4    151.02     5.40     4.33
APATITY 240511 300  072500-073000   00     157.63  994.5    151.48     5.72     4.65
APATITY 240511 300  073000-073500   00     156.59  994.5    150.55     5.07     3.98
APATITY 240511 300  073500-074000   00     155.67  994.6    149.71     4.49     3.39
APATITY 240511 300  074000-074500   00     153.47  994.6    147.62     3.03     1.92
APATITY 240511 300  074500-075000   00     153.49  994.6    147.69     3.07     1.95
APATITY 240511 300  075000-075500   00     154.41  994.7    148.64     3.74     2.61
APATITY 240511 300  075500-080000   00     156.14  994.8    150.38     4.95     3.81
APATITY 240511 300  080000-080500   00     157.89  994.8    152.11     6.16     5.01
APATITY 240511 300  080500-081000   00     154.48  994.9    148.89     3.91     2.75
APATITY 240511 300  081000-081500   00     154.71  994.9    149.17     4.11     2.93
APATITY 240511 300  081500-082000   00     152.07  995.0    146.70     2.38     1.20
APATITY 240511 300  082000-082500   00     153.28  995.1    147.94     3.25     2.05
APATITY 240511 300  082500-083000   00     153.80  995.1    148.50     3.64     2.43
APATITY 240511 300  083000-083500   00     156.00  995.2    150.68     5.16     3.94
APATITY 240511 300  083500-084000   00     154.20  995.2    148.99     3.98     2.75
APATITY 240511 300  084000-084500   00     151.69  995.3    146.62     2.33     1.09
APATITY 240511 300  084500-085000   00     152.48  995.4    147.47     2.92     1.67
APATITY 240511 300  085000-085500   00     153.59  995.4    148.59     3.71     2.45
APATITY 240511 300  085500-090000   00     151.41  995.4    146.52     2.26     0.99
APATITY 240511 300  090000-090500   00     151.47  995.5    146.65     2.35     1.07
APATITY 240511 300  090500-091000   00     152.12  995.6    147.36     2.84     1.55
APATITY 240511 300  091000-091500   00     153.13  995.6    148.37     3.55     2.25
APATITY 240511 300  091500-092000   00     153.76  995.7    149.04     4.02     2.70
APATITY 240511 300  092000-092500   00     153.05  995.7    148.37     3.55     2.22
APATITY 240511 300  092500-093000   00     153.28  995.7    148.62     3.73     2.39
APATITY 240511 300  093000-093500   00     151.16  995.8    146.64     2.34     1.00
APATITY 240511 300  093500-094000   00     149.82  995.9    145.41     1.49     0.13
APATITY 240511 300  094000-094500   00     152.96  995.9    148.47     3.62     2.26
APATITY 240511 300  094500-095000   00     152.20  995.9    147.79     3.15     1.77
APATITY 240511 300  095000-095500   00     150.82  996.0    146.50     2.24     0.86
APATITY 240511 300  095500-100000   00     151.25  996.0    146.93     2.55     1.15
APATITY 240511 300  100000-100500   00     149.67  996.0    145.47     1.52     0.12
APATITY 240511 300  100500-101000   00     151.58  996.1    147.43     2.90     1.48
APATITY 240511 300  101000-101500   00     150.90  996.2    146.79     2.45     1.03
APATITY 240511 300  101500-102000   00     153.01  996.2    148.89     3.91     2.48
APATITY 240511 300  102000-102500   00     153.46  996.2    149.36     4.24     2.80
APATITY 240511 300  102500-103000   00     149.72  996.3    145.77     1.74     0.28
APATITY 240511 300  103000-103500   00     151.09  996.4    147.19     2.72     1.26
APATITY 240511 300  103500-104000   00     153.62  996.4    149.71     4.48     3.01
APATITY 240511 300  104000-104500   00     150.86  996.5    147.09     2.66     1.18
APATITY 240511 300  104500-105000   00     150.11  996.6    146.45     2.21     0.72
APATITY 240511 300  105000-105500   00     151.83  996.6    148.18     3.42     1.91
APATITY 240511 300  105500-110000   00     151.47  996.6    147.83     3.17     1.66
APATITY 240511 300  110000-110500   00     153.38  996.6    149.72     4.49     2.97
APATITY 240511 300  110500-111000   00     149.90  996.7    146.37     2.15     0.62
APATITY 240511 300  111000-111500   00     152.27  996.8    148.75     3.81     2.28
APATITY 240511 300  111500-112000   00     149.79  996.8    146.38     2.16     0.61
APATITY 240511 300  112000-112500   00     150.91  996.9    147.57     2.99     1.43
APATITY 240511 300  112500-113000   00     151.43  996.9    148.13     3.38     1.81
APATITY 240511 300  113000-113500   00     153.00  996.9    149.65     4.44     2.87
APATITY 240511 300  113500-114000   00     150.88  997.0    147.61     3.02     1.43
APATITY 240511 300  114000-114500   00     152.71  997.0    149.44     4.30     2.70
APATITY 240511 300  114500-115000   00     151.10  997.0    147.89     3.22     1.61
APATITY 240511 300  115000-115500   00     149.18  997.0    146.03     1.92     0.31
APATITY 240511 300  115500-120000   00     149.86  997.0    146.70     2.38     0.76
APATITY 240511 300  120000-120500   00     149.19  997.1    146.12     1.98     0.35
APATITY 240511 300  120500-121000   00     148.83  997.2    145.85     1.79     0.15
APATITY 240511 300  121000-121500   00     148.56  997.3    145.67     1.66     0.01
APATITY 240511 300  121500-122000   00     148.19  997.3    145.35     1.44    -0.22
APATITY 240511 300  122000-122500   00     149.41  997.3    146.58     2.30     0.63
APATITY 240511 300  122500-123000   00     148.16  997.4    145.42     1.49    -0.18
APATITY 240511 300  123000-123500   00     150.57  997.5    147.86     3.19     1.51
APATITY 240511 300  123500-124000   00     148.91  997.5    146.31     2.11     0.42
APATITY 240511 300  124000-124500   00     146.25  997.6    143.78     0.35    -1.36
APATITY 240511 300  124500-125000   00     148.48  997.7    146.02     1.91     0.20
APATITY 240511 300  125000-125500   00     147.86  997.7    145.46     1.52    -0.20
APATITY 240511 300  125500-130000   00     145.53  997.7    143.18    -0.07    -1.80
APATITY 240511 300  130000-130500   00     148.07  997.7    145.67     1.67    -0.07
APATITY 240511 300  130500-131000   00     147.43  997.8    145.07     1.25    -0.50
APATITY 240511 300  131000-131500   00     149.74  997.8    147.41     2.88     1.13
APATITY 240511 300  131500-132000   00     146.75  997.8    144.49     0.84    -0.92
APATITY 240511 300  132000-132500   00     147.80  997.9    145.53     1.57    -0.20
APATITY 240511 300  132500-133000   00     148.47  997.9    146.22     2.05     0.27
APATITY 240511 300  133000-133500   00     148.43  997.9    146.22     2.05     0.26
APATITY 240511 300  133500-134000   00     149.71  998.0    147.53     2.97     1.17
APATITY 240511 300  134000-134500   00     146.21  998.0    144.14     0.60    -1.21
APATITY 240511 300  134500-135000   00     148.16  998.1    146.14     1.99     0.18
APATITY 240511 300  135000-135500   00     146.66  998.1    144.64     0.95    -0.87
APATITY 240511 300  135500-140000   00     146.48  998.0    144.43     0.80    -1.03
APATITY 240511 300  140000-140500   00     150.77  998.1    148.69     3.77    -9999
APATITY 240511 300  140500-141000   00     146.47  998.1    144.46     0.82    -9999
APATITY 240511 300  141000-141500   00     145.01  998.1    143.05    -0.16    -9999
APATITY 240511 300  141500-142000   00     147.94  998.1    145.97     1.88    -9999
APATITY 240511 300  142000-142500   00     146.52  998.2    144.64     0.95    -9999
APATITY 240511 300  142500-143000   00     146.58  998.3    144.75     1.02    -9999
APATITY 240511 300  143000-143500   00     148.22  998.3    146.37     2.16    -9999
APATITY 240511 300  143500-144000   00     146.70  998.3    144.87     1.11    -9999
APATITY 240511 300  144000-144500   00     147.18  998.3    145.35     1.44    -9999
APATITY 240511 300  144500-145000   00     147.46  998.3    145.63     1.64    -9999
APATITY 240511 300  145000-145500   00     148.57  998.3    146.80     2.45    -9999
APATITY 240511 300  145500-150000   00     147.54  998.3    145.78     1.74    -9999
APATITY 240511 300  150000-150500   00     147.87  998.3    146.12     1.98    -9999
APATITY 240511 300  150500-151000   00     148.06  998.3    146.31     2.11    -9999
APATITY 240511 300  151000-151500   00     147.97  998.4    146.27     2.09    -9999
APATITY 240511 300  151500-152000   00     148.14  998.4    146.46     2.21    -9999
APATITY 240511 300  152000-152500   00     148.39  998.4    146.73     2.40    -9999
APATITY 240511 300  152500-153000   00     146.75  998.4    145.12     1.28    -9999
APATITY 240511 300  153000-153500   00     148.37  998.5    146.73     2.41    -9999
APATITY 240511 300  153500-154000   00     146.30  998.5    144.73     1.01    -9999
APATITY 240511 300  154000-154500   00     145.17  998.5    143.63     0.24    -9999
APATITY 240511 300  154500-155000   00     146.50  998.5    144.96     1.17    -9999
APATITY 240511 300  155000-155500   00     147.02  998.5    145.46     1.52    -9999
APATITY 240511 300  155500-160000   00     148.56  998.5    146.94     2.55    -9999
APATITY 240511 3600 160000-170000   00     147.92  998.6    146.43     2.20    -9999
APATITY 240511 3600 170000-180000   00     147.81  998.8    146.49     2.24    -9999
APATITY 240511 3600 180000-190000   00     147.80  998.7    146.44     2.20    -9999
APATITY 240511 3600 190000-200000   00     148.57  998.6    147.04     2.62    -9999
APATITY 240511 3600 200000-210000   00     149.08  998.5    147.53     2.96    -9999
APATITY 240511 3600 210000-220000   00     148.26  998.7    146.89     2.52    -9999
APATITY 240511 3600 220000-230000   00     147.88  999.0    146.78     2.44    -9999
APATITY 240511 3600 230000-240000   00     147.58  999.2    146.69     2.38    -9999
APATITY 240512 3600 000000-010000   00     147.06  999.3    146.27     2.09    -9999
APATITY 240512 3600 010000-020000   00     148.23  999.3    147.52     2.96    -9999
APATITY 240512 3600 020000-030000   00     149.26  999.3    148.55     3.68    -9999
APATITY 240512 3600 030000-040000   00     149.72  999.4    149.13     4.08    -9999
APATITY 240512 3600 040000-050000   00     149.98  999.6    149.52     4.35    -9999
APATITY 240512 3600 050000-060000   00     149.93  999.7    149.59     4.40    -9999
APATITY 240512 3600 060000-070000   00     150.13  999.7    149.81     4.55    -9999
APATITY 240512 3600 070000-080000   00     150.16  999.7    149.80     4.55    -9999
APATITY 240512 3600 080000-090000   00     150.23  999.7    149.87     4.60    -9999
APATITY 240512 3600 090000-100000   00     151.34  999.6    150.96     5.36    -9999
APATITY 240512 3600 100000-110000   00     151.07  999.5    150.58     5.09    -9999
APATITY 240512 3600 110000-120000   00     150.20  999.5    149.71     4.48    -9999
APATITY 240512 3600 120000-130000   00     150.23  999.5    149.65     4.45    -9999
APATITY 240512 3600 130000-140000   00     150.10  999.2    149.28     4.18    -9999
APATITY 240512 3600 140000-150000   00     150.57  999.1    149.57     4.39    -9999
APATITY 240512 3600 150000-160000   00     151.04  998.9    149.90     4.62    -9999
APATITY 240512 3600 160000-170000   00     151.17  998.8    149.89     4.61    -9999
APATITY 240512 3600 170000-180000   00     150.62  998.8    149.31     4.20    -9999
APATITY 240512 3600 180000-190000   00     149.08  998.8    147.80     3.15    -9999
APATITY 240512 3600 190000-200000   00     149.36  998.8    148.09     3.36    -9999
APATITY 240512 3600 200000-210000   00     149.64  998.9    148.46     3.62    -9999
APATITY 240512 3600 210000-220000   00     150.25  998.9    149.06     4.03    -9999
APATITY 240512 3600 220000-230000   00     150.77  998.9    149.55     4.37    -9999
APATITY 240512 3600 230000-240000   00     151.84  998.7    150.39     4.96    -9999
*
COMMENT NM DATA DOWNLOADED FROM NMDB ON 14.5.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-03 09:23:40 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE74/C074APTY_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
