DOMB       LATITUDE    75.1      LONGITUDE     -123.38   ALTITUDE    3233 M
DOMB       INSTRUMENT   BARE  NEUTRON MONITOR
DOMB       STANDARD PRESSURE    650     MB     COEFFICIENT   -0.754    % / MB
DOMB       240511 300  033500-034000   00       4.12  641.0      4.35    13.58    12.73
DOMB       240511 300  034000-034500   00       4.15  641.0      4.38    14.45    13.65
DOMB       240511 300  034500-035000   00       3.97  641.0      4.20     9.66     8.59
DOMB       240511 300  035000-035500   00       3.92  641.0      4.13     7.92     6.85
DOMB       240511 300  035500-040000   00       4.00  641.0      4.23    10.53     9.47
DOMB       240511 300  040000-040500   00       3.67  640.9      3.87     0.96    -0.11
DOMB       240511 300  040500-041000   00       4.07  640.9      4.30    12.27    11.08
DOMB       240511 300  041000-041500   00       4.07  640.9      4.30    12.27    11.29
DOMB       240511 300  041500-042000   00       3.83  641.0      4.05     5.75     4.77
DOMB       240511 300  042000-042500   00       4.23  641.0      4.48    17.06    16.04
DOMB       240511 300  042500-043000   00       3.87  641.0      4.08     6.62     5.60
DOMB       240511 300  043000-043500   00       4.15  641.0      4.40    14.89    13.52
DOMB       240511 300  043500-044000   00       3.75  641.0      3.97     3.57     2.22
DOMB       240511 300  044000-044500   00       4.10  641.0      4.33    13.14    11.89
DOMB       240511 300  044500-045000   00       3.90  641.0      4.12     7.49     6.31
DOMB       240511 300  045000-045500   00       3.87  641.0      4.08     6.62     5.43
DOMB       240511 300  045500-050000   00       3.95  641.0      4.18     9.23     7.77
DOMB       240511 300  050000-050500   00       3.83  641.0      4.05     5.75     4.30
DOMB       240511 300  050500-051000   00       3.92  641.0      4.13     7.92     6.64
DOMB       240511 300  051000-051500   00       3.93  641.0      4.15     8.36     7.27
DOMB       240511 300  051500-052000   00       3.92  640.9      4.15     8.36     6.89
DOMB       240511 300  052000-052500   00       4.08  640.9      4.32    12.71    11.39
DOMB       240511 300  052500-053000   00       3.88  640.9      4.10     7.05     5.61
DOMB       240511 300  053000-053500   00       3.82  640.9      4.02     4.88     3.71
DOMB       240511 300  053500-054000   00       4.08  640.9      4.32    12.71    11.48
DOMB       240511 300  054000-054500   00       3.97  640.9      4.18     9.23     7.99
DOMB       240511 300  054500-055000   00       3.80  640.9      4.00     4.44     3.19
DOMB       240511 300  055000-055500   00       3.73  640.9      3.93     2.70     1.40
DOMB       240511 300  055500-060000   00       3.97  641.0      4.20     9.66     8.04
DOMB       240511 300  060000-060500   00       3.93  641.0      4.15     8.36     7.09
DOMB       240511 300  060500-061000   00       3.98  640.9      4.20     9.66     8.38
DOMB       240511 300  061000-061500   00       3.85  640.9      4.07     6.18     4.73
DOMB       240511 300  061500-062000   00       3.95  640.9      4.18     9.23     7.54
DOMB       240511 300  062000-062500   00       3.97  640.9      4.18     9.23     7.89
DOMB       240511 300  062500-063000   00       3.97  640.9      4.20     9.66     8.08
DOMB       240511 300  063000-063500   00       3.75  640.9      3.97     3.57     1.83
DOMB       240511 300  063500-064000   00       3.90  640.9      4.12     7.49     5.99
DOMB       240511 300  064000-064500   00       4.10  640.9      4.33    13.14    11.59
DOMB       240511 300  064500-065000   00       3.88  640.9      4.12     7.49     5.70
DOMB       240511 300  065000-065500   00       3.73  640.9      3.93     2.70     1.12
DOMB       240511 300  065500-070000   00       4.08  640.9      4.32    12.71    10.97
DOMB       240511 300  070000-070500   00       3.88  640.9      4.12     7.49     5.66
DOMB       240511 300  070500-071000   00       3.88  640.9      4.12     7.49     5.64
DOMB       240511 300  071000-071500   00       3.90  640.9      4.12     7.49     5.84
DOMB       240511 300  071500-072000   00       3.95  640.9      4.17     8.79     7.34
DOMB       240511 300  072000-072500   00       3.80  640.9      4.02     4.88     3.07
DOMB       240511 300  072500-073000   00       3.88  640.8      4.10     7.05     5.20
DOMB       240511 300  073000-073500   00       4.10  640.8      4.33    13.14    11.50
DOMB       240511 300  073500-074000   00       3.90  640.8      4.12     7.49     5.64
DOMB       240511 300  074000-074500   00       3.82  640.8      4.03     5.31     3.46
DOMB       240511 300  074500-075000   00       4.02  640.9      4.25    10.97     9.03
DOMB       240511 300  075000-075500   00       3.98  640.9      4.20     9.66     8.11
DOMB       240511 300  075500-080000   00       3.87  641.0      4.10     7.05     5.14
DOMB       240511 300  080000-080500   00       3.95  641.0      4.18     9.23     7.48
DOMB       240511 300  080500-081000   00       3.87  641.0      4.08     6.62     4.83
DOMB       240511 300  081000-081500   00       3.78  641.0      4.00     4.44     2.54
DOMB       240511 300  081500-082000   00       3.80  641.0      4.02     4.88     2.92
DOMB       240511 300  082000-082500   00       3.98  641.0      4.22    10.10     8.39
DOMB       240511 300  082500-083000   00       4.20  641.0      4.45    16.19    14.39
DOMB       240511 300  083000-083500   00       3.68  640.9      3.88     1.40    -0.35
DOMB       240511 300  083500-084000   00       3.82  640.9      4.03     5.31     3.37
DOMB       240511 300  084000-084500   00       4.02  640.9      4.25    10.97     8.87
DOMB       240511 300  084500-085000   00       3.85  640.9      4.07     6.18     4.26
DOMB       240511 300  085000-085500   00       3.73  640.9      3.93     2.70     0.90
DOMB       240511 300  085500-090000   00       3.68  640.9      3.88     1.40    -0.44
DOMB       240511 300  090000-090500   00       3.82  640.9      4.03     5.31     3.39
DOMB       240511 300  090500-091000   00       3.92  640.8      4.13     7.92     5.91
DOMB       240511 300  091000-091500   00       3.98  640.8      4.20     9.66     7.88
DOMB       240511 300  091500-092000   00       3.87  640.8      4.08     6.62     4.66
DOMB       240511 300  092000-092500   00       3.88  640.8      4.10     7.05     5.25
DOMB       240511 300  092500-093000   00       3.93  640.8      4.15     8.36     6.41
DOMB       240511 300  093000-093500   00       3.75  640.8      3.95     3.14     1.31
DOMB       240511 300  093500-094000   00       3.82  640.8      4.03     5.31     3.36
DOMB       240511 300  094000-094500   00       3.77  640.9      3.98     4.01     1.94
DOMB       240511 300  094500-095000   00       3.82  640.8      4.03     5.31     3.34
DOMB       240511 300  095000-095500   00       3.73  640.8      3.93     2.70     0.87
DOMB       240511 300  095500-100000   00       3.75  640.9      3.95     3.14     1.15
DOMB       240511 300  100000-100500   00       3.75  640.9      3.97     3.57     1.48
DOMB       240511 300  100500-101000   00       3.83  641.0      4.07     6.18     3.90
DOMB       240511 300  101000-101500   00       3.85  641.0      4.07     6.18     3.99
DOMB       240511 300  101500-102000   00       3.88  641.0      4.12     7.49     5.18
DOMB       240511 300  102000-102500   00       3.85  641.0      4.07     6.18     4.05
DOMB       240511 300  102500-103000   00       3.90  641.0      4.13     7.92     5.69
DOMB       240511 300  103000-103500   00       3.70  641.1      3.90     1.83    -0.25
DOMB       240511 300  103500-104000   00       3.75  641.1      3.97     3.57     1.28
DOMB       240511 300  104000-104500   00       3.65  641.1      3.85     0.52    -1.55
DOMB       240511 300  104500-105000   00       3.77  641.1      3.98     4.01     1.91
DOMB       240511 300  105000-105500   00       3.88  641.1      4.10     7.05     5.06
DOMB       240511 300  105500-110000   00       3.82  641.1      4.03     5.31     3.04
DOMB       240511 300  110000-110500   00       3.87  641.1      4.10     7.05     4.76
DOMB       240511 300  110500-111000   00       3.73  641.1      3.95     3.14     0.78
DOMB       240511 300  111000-111500   00       3.77  641.1      3.98     4.01     2.00
DOMB       240511 300  111500-112000   00       3.83  641.1      4.05     5.75     3.71
DOMB       240511 300  112000-112500   00       3.55  641.2      3.75    -2.09    -4.23
DOMB       240511 300  112500-113000   00       3.88  641.2      4.12     7.49     5.24
DOMB       240511 300  113000-113500   00       3.75  641.2      3.97     3.57     1.31
DOMB       240511 300  113500-114000   00       3.85  641.2      4.08     6.62     4.38
DOMB       240511 300  114000-114500   00       3.88  641.2      4.10     7.05     5.00
DOMB       240511 300  114500-115000   00       3.95  641.3      4.20     9.66     7.32
DOMB       240511 300  115000-115500   00       3.85  641.3      4.08     6.62     4.31
DOMB       240511 300  115500-120000   00       3.82  641.4      4.03     5.31     3.20
DOMB       240511 300  120000-120500   00       3.67  641.3      3.88     1.40    -0.70
DOMB       240511 300  120500-121000   00       3.83  641.3      4.05     5.75     3.66
DOMB       240511 300  121000-121500   00       3.78  641.3      4.00     4.44     2.32
DOMB       240511 300  121500-122000   00       3.85  641.3      4.08     6.62     4.11
DOMB       240511 300  122000-122500   00       3.78  641.3      4.02     4.88     2.38
DOMB       240511 300  122500-123000   00       3.83  641.3      4.07     6.18     3.96
DOMB       240511 300  123000-123500   00       3.80  641.3      4.03     5.31     2.81
DOMB       240511 300  123500-124000   00       3.95  641.2      4.18     9.23     6.88
DOMB       240511 300  124000-124500   00       3.88  641.3      4.12     7.49     5.07
DOMB       240511 300  124500-125000   00       3.65  641.3      3.87     0.96    -1.29
DOMB       240511 300  125000-125500   00       3.75  641.3      3.97     3.57     1.37
DOMB       240511 300  125500-130000   00       3.70  641.3      3.92     2.27     0.06
DOMB       240511 300  130000-130500   00       3.53  641.2      3.73    -2.52    -4.75
DOMB       240511 300  130500-131000   00       3.85  641.2      4.08     6.62     4.35
DOMB       240511 300  131000-131500   00       3.75  641.2      3.98     4.01     1.50
DOMB       240511 300  131500-132000   00       3.60  641.2      3.80    -0.78    -3.15
DOMB       240511 300  132000-132500   00       3.55  641.3      3.75    -2.09    -4.52
DOMB       240511 300  132500-133000   00       3.67  641.3      3.88     1.40    -1.18
DOMB       240511 300  133000-133500   00       3.77  641.4      3.98     4.01     1.76
DOMB       240511 300  133500-134000   00       3.62  641.3      3.83     0.09    -2.24
DOMB       240511 300  134000-134500   00       3.57  641.3      3.77    -1.65    -4.05
DOMB       240511 300  134500-135000   00       3.87  641.3      4.10     7.05     4.64
DOMB       240511 300  135000-135500   00       3.62  641.3      3.83     0.09    -2.52
DOMB       240511 300  135500-140000   00       3.63  641.3      3.83     0.09    -2.21
DOMB       240511 300  140000-140500   00       3.58  641.3      3.78    -1.22    -9999
DOMB       240511 300  140500-141000   00       3.80  641.3      4.03     5.31    -9999
DOMB       240511 300  141000-141500   00       3.67  641.4      3.88     1.40    -9999
DOMB       240511 300  141500-142000   00       3.63  641.4      3.85     0.52    -9999
DOMB       240511 300  142000-142500   00       3.77  641.4      4.00     4.44    -9999
DOMB       240511 300  142500-143000   00       3.77  641.4      3.98     4.01    -9999
DOMB       240511 300  143000-143500   00       3.67  641.4      3.88     1.40    -9999
DOMB       240511 300  143500-144000   00       4.00  641.4      4.25    10.97    -9999
DOMB       240511 300  144000-144500   00       3.73  641.4      3.97     3.57    -9999
DOMB       240511 300  144500-145000   00       3.72  641.4      3.95     3.14    -9999
DOMB       240511 300  145000-145500   00       3.98  641.5      4.23    10.53    -9999
DOMB       240511 300  145500-150000   00       3.87  641.5      4.10     7.05    -9999
DOMB       240511 300  150000-150500   00       3.90  641.6      4.13     7.92    -9999
DOMB       240511 300  150500-151000   00       3.85  641.6      4.08     6.62    -9999
DOMB       240511 300  151000-151500   00       3.45  641.5      3.65    -4.70    -9999
DOMB       240511 300  151500-152000   00       3.65  641.6      3.87     0.96    -9999
DOMB       240511 300  152000-152500   00       3.73  641.6      3.97     3.57    -9999
DOMB       240511 300  152500-153000   00       3.58  641.6      3.80    -0.78    -9999
DOMB       240511 300  153000-153500   00       3.63  641.6      3.85     0.52    -9999
DOMB       240511 300  153500-154000   00       3.62  641.6      3.83     0.09    -9999
DOMB       240511 300  154000-154500   00       3.75  641.6      3.97     3.57    -9999
DOMB       240511 300  154500-155000   00       3.73  641.6      3.97     3.57    -9999
DOMB       240511 300  155000-155500   00       3.77  641.6      4.00     4.44    -9999
DOMB       240511 300  155500-160000   00       3.77  641.6      4.00     4.44    -9999
DOMB       240511 3600 160000-170000   00       3.63  641.9      3.87     0.96    -9999
DOMB       240511 3600 170000-180000   00       3.77  642.0      4.00     4.44    -9999
DOMB       240511 3600 180000-190000   00       3.73  642.0      3.97     3.57    -9999
DOMB       240511 3600 190000-200000   00       3.65  642.0      3.88     1.40    -9999
DOMB       240511 3600 200000-210000   00       3.65  642.2      3.88     1.40    -9999
DOMB       240511 3600 210000-220000   00       3.70  642.5      3.95     3.14    -9999
DOMB       240511 3600 220000-230000   00       3.67  642.7      3.93     2.70    -9999
DOMB       240511 3600 230000-240000   00       3.67  642.9      3.93     2.70    -9999
DOMB       240512 3600 000000-010000   00       3.65  642.9      3.93     2.70    -9999
DOMB       240512 3600 010000-020000   00       3.67  642.8      3.93     2.70    -9999
DOMB       240512 3600 020000-030000   00       3.68  642.9      3.97     3.57    -9999
DOMB       240512 3600 030000-040000   00       3.67  642.8      3.93     2.70    -9999
DOMB       240512 3600 040000-050000   00       3.73  642.8      4.00     4.44    -9999
DOMB       240512 3600 050000-060000   00       3.68  642.8      3.95     3.14    -9999
DOMB       240512 3600 060000-070000   00       3.68  642.7      3.97     3.57    -9999
DOMB       240512 3600 070000-080000   00       3.75  642.7      4.02     4.88    -9999
DOMB       240512 3600 080000-090000   00       3.70  642.6      3.97     3.57    -9999
DOMB       240512 3600 090000-100000   00       3.67  642.2      3.92     2.27    -9999
DOMB       240512 3600 100000-110000   00       3.68  642.1      3.93     2.70    -9999
DOMB       240512 3600 110000-120000   00       3.77  642.2      4.03     5.31    -9999
DOMB       240512 3600 120000-130000   00       3.68  642.1      3.93     2.70    -9999
DOMB       240512 3600 130000-140000   00       3.72  641.8      3.97     3.57    -9999
DOMB       240512 3600 140000-150000   00       3.73  641.9      3.98     4.01    -9999
DOMB       240512 3600 150000-160000   00       3.77  641.9      4.02     4.88    -9999
DOMB       240512 3600 160000-170000   00       3.68  641.8      3.93     2.70    -9999
DOMB       240512 3600 170000-180000   00       3.73  641.8      3.98     4.01    -9999
DOMB       240512 3600 180000-190000   00       3.78  641.7      4.03     5.31    -9999
DOMB       240512 3600 190000-200000   00       3.68  641.4      3.92     2.27    -9999
DOMB       240512 3600 200000-210000   00       3.72  641.6      3.97     3.57    -9999
DOMB       240512 3600 210000-220000   00       3.77  641.8      4.03     5.31    -9999
DOMB       240512 3600 220000-230000   00       3.80  641.7      4.07     6.18    -9999
DOMB       240512 3600 230000-240000   00       3.83  641.6      4.08     6.62    -9999
*
COMMENT NM DATA DOWNLOADED FROM COSMICRAYS.OULU.FI ON 14.5.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-03 09:23:40 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE74/C074DOMB_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
