SOUTH-POLE LATITUDE    -90       LONGITUDE     0         ALTITUDE    2820 M
SOUTH-POLE INSTRUMENT   3NM64    NEUTRON MONITOR     	
SOUTH-POLE STANDARD PRESSURE    680     MB     COEFFICIENT   -0.74     % / MB
SOUTH-POLE 240608 300  070500-071000   00     283.93  670.5    264.46     1.15     0.50
SOUTH-POLE 240608 300  071000-071500   00     284.77  670.6    265.46     1.53     0.88
SOUTH-POLE 240608 300  071500-072000   00     282.06  670.6    262.99     0.58    -0.08
SOUTH-POLE 240608 300  072000-072500   00     281.65  670.7    262.88     0.54    -0.13
SOUTH-POLE 240608 300  072500-073000   00     281.53  670.9    263.02     0.59    -0.08
SOUTH-POLE 240608 300  073000-073500   00     282.11  670.9    263.56     0.80     0.12
SOUTH-POLE 240608 300  073500-074000   00     282.20  670.9    263.65     0.83     0.14
SOUTH-POLE 240608 300  074000-074500   00     282.35  670.9    263.89     0.93     0.22
SOUTH-POLE 240608 300  074500-075000   00     283.01  670.8    264.30     1.08     0.37
SOUTH-POLE 240608 300  075000-075500   00     279.14  670.7    260.53    -0.36    -1.08
SOUTH-POLE 240608 300  075500-080000   00     281.56  670.8    262.94     0.56    -0.16
SOUTH-POLE 240608 300  080000-080500   00     285.42  670.9    266.65     1.98     1.25
SOUTH-POLE 240608 300  080500-081000   00     281.18  671.0    262.90     0.55    -0.20
SOUTH-POLE 240608 300  081000-081500   00     280.64  671.1    262.67     0.46    -0.29
SOUTH-POLE 240608 300  081500-082000   00     281.98  671.2    264.02     0.98     0.21
SOUTH-POLE 240608 300  082000-082500   00     281.60  671.3    263.87     0.92     0.15
SOUTH-POLE 240608 300  082500-083000   00     280.30  671.3    262.66     0.46    -0.32
SOUTH-POLE 240608 300  083000-083500   00     279.11  671.3    261.55     0.03    -0.76
SOUTH-POLE 240608 300  083500-084000   00     281.08  671.2    263.23     0.67    -0.12
SOUTH-POLE 240608 300  084000-084500   00     281.87  671.3    264.19     1.04     0.24
SOUTH-POLE 240608 300  084500-085000   00     279.49  671.4    262.16     0.27    -0.55
SOUTH-POLE 240608 300  085000-085500   00     280.29  671.4    262.91     0.55    -0.27
SOUTH-POLE 240608 300  085500-090000   00     280.49  671.4    263.09     0.62    -0.21
SOUTH-POLE 240608 300  090000-090500   00     281.77  671.3    264.09     1.00     0.16
SOUTH-POLE 240608 300  090500-091000   00     281.71  671.3    263.98     0.96     0.11
SOUTH-POLE 240608 300  091000-091500   00     282.37  671.4    264.92     1.32     0.46
SOUTH-POLE 240608 300  091500-092000   00     278.80  671.5    261.77     0.12    -0.75
SOUTH-POLE 240608 300  092000-092500   00     281.77  671.5    264.57     1.19     0.31
SOUTH-POLE 240608 300  092500-093000   00     279.42  671.5    262.36     0.34    -0.54
SOUTH-POLE 240608 300  093000-093500   00     279.28  671.5    262.23     0.29    -0.60
SOUTH-POLE 240608 300  093500-094000   00     280.58  671.7    263.71     0.86    -0.04
SOUTH-POLE 240608 300  094000-094500   00     282.13  671.7    265.17     1.41     0.51
SOUTH-POLE 240608 300  094500-095000   00     282.23  671.7    265.37     1.49     0.58
SOUTH-POLE 240608 300  095000-095500   00     278.94  671.8    262.43     0.37    -0.56
SOUTH-POLE 240608 300  095500-100000   00     279.88  671.9    263.42     0.75    -0.19
SOUTH-POLE 240608 300  100000-100500   00     277.51  671.9    261.35    -0.05    -0.99
SOUTH-POLE 240608 300  100500-101000   00     281.50  671.9    265.10     1.39     0.44
SOUTH-POLE 240608 300  101000-101500   00     279.22  671.9    262.96     0.57    -0.39
SOUTH-POLE 240608 300  101500-102000   00     280.18  671.9    263.87     0.92    -0.05
SOUTH-POLE 240608 300  102000-102500   00     281.08  671.9    264.71     1.24     0.27
SOUTH-POLE 240608 300  102500-103000   00     280.14  671.9    263.83     0.90    -0.08
SOUTH-POLE 240608 300  103000-103500   00     278.56  671.9    262.34     0.33    -0.66
SOUTH-POLE 240608 300  103500-104000   00     280.36  671.9    264.03     0.98    -0.02
SOUTH-POLE 240608 300  104000-104500   00     278.90  672.1    262.87     0.54    -0.47
SOUTH-POLE 240608 300  104500-105000   00     276.60  672.1    260.75    -0.27    -1.29
SOUTH-POLE 240608 300  105000-105500   00     277.52  672.2    261.78     0.12    -0.91
SOUTH-POLE 240608 300  105500-110000   00     276.74  672.1    260.93    -0.20    -1.24
SOUTH-POLE 240608 300  110000-110500   00     280.31  672.1    264.25     1.06     0.02
SOUTH-POLE 240608 300  110500-111000   00     280.06  672.1    264.13     1.02    -0.04
SOUTH-POLE 240608 300  111000-111500   00     279.24  672.1    263.19     0.66    -0.41
SOUTH-POLE 240608 300  111500-112000   00     279.85  671.9    263.55     0.80    -0.27
SOUTH-POLE 240608 300  112000-112500   00     277.87  671.9    261.69     0.08    -9999
SOUTH-POLE 240608 300  112500-113000   00     279.42  671.9    263.14     0.64    -9999
SOUTH-POLE 240608 300  113000-113500   00     280.99  672.0    264.69     1.23    -9999
SOUTH-POLE 240608 300  113500-114000   00     278.59  672.1    262.63     0.44    -9999
SOUTH-POLE 240608 300  114000-114500   00     279.84  672.2    264.02     0.98    -9999
SOUTH-POLE 240608 300  114500-115000   00     278.07  672.2    262.30     0.32    -9999
SOUTH-POLE 240608 300  115000-115500   00     279.47  672.2    263.67     0.84    -9999
SOUTH-POLE 240608 300  115500-120000   00     280.79  672.2    264.97     1.34    -9999
SOUTH-POLE 240608 3600 120000-130000   00     278.45  672.3    263.00     0.59    -9999
SOUTH-POLE 240608 3600 130000-140000   00     278.93  672.6    264.04     0.99    -9999
SOUTH-POLE 240608 3600 140000-150000   00     278.25  672.9    263.91     0.93    -9999
SOUTH-POLE 240608 3600 150000-160000   00     276.41  673.5    263.37     0.73    -9999
SOUTH-POLE 240608 3600 160000-170000   00     275.37  674.1    263.49     0.77    -9999
SOUTH-POLE 240608 3600 170000-180000   00     275.04  674.1    263.23     0.67    -9999
SOUTH-POLE 240608 3600 180000-190000   00     274.97  674.4    263.68     0.85    -9999
SOUTH-POLE 240608 3600 190000-200000   00     273.68  674.9    263.44     0.75    -9999
SOUTH-POLE 240608 3600 200000-210000   00     272.94  675.3    263.52     0.79    -9999
SOUTH-POLE 240608 3600 210000-220000   00     272.25  675.5    263.27     0.69    -9999
SOUTH-POLE 240608 3600 220000-230000   00     272.07  675.9    264.00     0.97    -9999
SOUTH-POLE 240608 3600 230000-240000   00     271.29  676.3    263.94     0.95    -9999
*
COMMENT DATA SOURCE: NMDB | DOWNLOADED ON 08.12.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:23:44 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE75/C075SOPO_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
