OULU       LATITUDE    65.02     LONGITUDE     25.5      ALTITUDE    0 M
OULU       INSTRUMENT   9NM64    NEUTRON MONITOR     	
OULU       STANDARD PRESSURE    1000    MB     COEFFICIENT   -0.74     % / MB
OULU       240608 300  001500-002000   00      92.33 1007.5     97.78    -0.32    -0.32
OULU       240608 300  002000-002500   00      91.38 1007.5     96.80    -1.33    -1.33
OULU       240608 300  002500-003000   00      92.63 1007.5     98.10     0.00     0.00
OULU       240608 300  003000-003500   00      92.57 1007.4     97.97    -0.14    -0.14
OULU       240608 300  003500-004000   00      94.77 1007.4    100.30     2.24     2.24
OULU       240608 300  004000-004500   00      91.62 1007.4     96.97    -1.16    -1.16
OULU       240608 300  004500-005000   00      92.58 1007.4     97.98    -0.12    -0.12
OULU       240608 300  005000-005500   00      93.47 1007.4     98.92     0.83     0.83
OULU       240608 300  005500-010000   00      92.88 1007.4     98.30     0.20     0.20
OULU       240608 300  010000-010500   00      94.18 1007.4     99.67     1.59     1.59
OULU       240608 300  010500-011000   00      93.02 1007.4     98.42     0.32     0.32
OULU       240608 300  011000-011500   00      92.52 1007.4     97.88    -0.22    -0.22
OULU       240608 300  011500-012000   00      91.85 1007.3     97.15    -0.97    -0.97
OULU       240608 300  012000-012500   00      93.50 1007.3     98.87     0.78     0.78
OULU       240608 300  012500-013000   00      92.28 1007.2     97.55    -0.56    -0.56
OULU       240608 300  013000-013500   00      92.25 1007.2     97.52    -0.60    -0.60
OULU       240608 300  013500-014000   00      94.67 1007.2    100.07     2.00     2.00
OULU       240608 300  014000-014500   00      93.22 1007.2     98.52     0.42     0.42
OULU       240608 300  014500-015000   00      91.45 1007.2     96.67    -1.46    -1.46
OULU       240608 300  015000-015500   00      92.13 1007.2     97.37    -0.75    -0.75
OULU       240608 300  015500-020000   00      92.28 1007.2     97.52    -0.60    -0.60
OULU       240608 300  020000-020500   00      91.40 1007.1     96.55    -1.58    -1.58
OULU       240608 300  020500-021000   00      94.58 1007.1     99.88     1.82     1.82
OULU       240608 300  021000-021500   00      93.97 1007.1     99.23     1.15     1.15
OULU       240608 300  021500-022000   00      92.28 1007.1     97.47    -0.65    -0.65
OULU       240608 300  022000-022500   00      93.17 1007.2     98.43     0.34     0.34
OULU       240608 300  022500-023000   00      93.07 1007.2     98.33     0.24     0.24
OULU       240608 300  023000-023500   00      92.48 1007.2     97.70    -0.41    -0.41
OULU       240608 300  023500-024000   00      92.55 1007.2     97.77    -0.34    -0.34
OULU       240608 300  024000-024500   00      93.83 1007.2     99.15     1.07     1.07
OULU       240608 300  024500-025000   00      93.52 1007.2     98.82     0.73     0.73
OULU       240608 300  025000-025500   00      92.67 1007.2     97.93    -0.17    -0.17
OULU       240608 300  025500-030000   00      95.52 1007.2    100.93     2.89     2.89
OULU       240608 300  030000-030500   00      92.43 1007.2     97.67    -0.44    -0.44
OULU       240608 300  030500-031000   00      94.02 1007.1     99.30     1.22     1.22
OULU       240608 300  031000-031500   00      93.45 1007.1     98.72     0.63     0.63
OULU       240608 300  031500-032000   00      93.95 1007.2     99.25     1.17     1.17
OULU       240608 300  032000-032500   00      92.98 1007.2     98.23     0.13     0.13
OULU       240608 300  032500-033000   00      92.88 1007.2     98.15     0.05     0.05
OULU       240608 300  033000-033500   00      92.30 1007.2     97.52    -0.60    -0.60
OULU       240608 300  033500-034000   00      92.20 1007.2     97.42    -0.70    -0.70
OULU       240608 300  034000-034500   00      92.33 1007.2     97.57    -0.55    -0.55
OULU       240608 300  034500-035000   00      94.17 1007.2     99.50     1.42     1.42
OULU       240608 300  035000-035500   00      91.53 1007.2     96.72    -1.41    -1.41
OULU       240608 300  035500-040000   00      93.67 1007.1     98.95     0.86     0.86
OULU       240608 300  040000-040500   00      93.92 1007.1     99.18     1.10     1.10
OULU       240608 300  040500-041000   00      93.42 1007.1     98.63     0.54     0.54
OULU       240608 300  041000-041500   00      92.85 1007.0     98.00    -0.10    -0.10
OULU       240608 300  041500-042000   00      93.88 1007.0     99.07     0.98     0.98
OULU       240608 300  042000-042500   00      93.87 1007.0     99.07     0.98     0.98
OULU       240608 300  042500-043000   00      93.05 1007.1     98.25     0.15     0.15
OULU       240608 300  043000-043500   00      92.47 1007.0     97.60    -0.51    -0.51
OULU       240608 300  043500-044000   00      92.68 1007.0     97.82    -0.29    -0.29
OULU       240608 300  044000-044500   00      92.78 1007.0     97.90    -0.21    -0.21
OULU       240608 300  044500-045000   00      91.88 1007.0     96.92    -1.21    -1.21
OULU       240608 300  045000-045500   00      91.42 1006.9     96.40    -1.74    -1.74
OULU       240608 300  045500-050000   00      93.03 1006.9     98.10     0.00     0.00
OULU       240608 300  050000-050500   00      92.73 1006.9     97.78    -0.32    -0.32
OULU       240608 300  050500-051000   00      92.48 1006.9     97.50    -0.61    -0.61
OULU       240608 300  051000-051500   00      93.32 1006.9     98.35     0.25     0.25
OULU       240608 300  051500-052000   00      93.97 1006.8     99.02     0.93     0.93
OULU       240608 300  052000-052500   00      91.77 1006.8     96.67    -1.46    -1.46
OULU       240608 300  052500-053000   00      92.38 1006.7     97.30    -0.82    -0.82
OULU       240608 300  053000-053500   00      92.95 1006.7     97.88    -0.22    -0.22
OULU       240608 300  053500-054000   00      93.73 1006.7     98.72     0.63     0.63
OULU       240608 300  054000-054500   00      94.07 1006.7     99.02     0.93     0.93
OULU       240608 300  054500-055000   00      93.67 1006.7     98.62     0.52     0.52
OULU       240608 300  055000-055500   00      93.13 1006.7     98.07    -0.04    -0.04
OULU       240608 300  055500-060000   00      93.58 1006.7     98.52     0.42     0.42
OULU       240608 300  060000-060500   00      93.22 1006.7     98.12     0.01     0.01
OULU       240608 300  060500-061000   00      93.28 1006.7     98.18     0.08     0.08
OULU       240608 300  061000-061500   00      93.48 1006.6     98.38     0.29     0.29
OULU       240608 300  061500-062000   00      93.78 1006.6     98.67     0.58     0.58
OULU       240608 300  062000-062500   00      93.40 1006.5     98.23     0.13     0.13
OULU       240608 300  062500-063000   00      93.83 1006.5     98.63     0.54     0.54
OULU       240608 300  063000-063500   00      93.10 1006.5     97.83    -0.27    -0.27
OULU       240608 300  063500-064000   00      94.42 1006.5     99.23     1.15     1.15
OULU       240608 300  064000-064500   00      93.98 1006.4     98.77     0.68     0.68
OULU       240608 300  064500-065000   00      93.32 1006.4     98.05    -0.05    -0.05
OULU       240608 300  065000-065500   00      92.63 1006.4     97.32    -0.80    -0.80
OULU       240608 300  065500-070000   00      93.98 1006.4     98.75     0.66     0.66
OULU       240608 300  070000-070500   00      93.32 1006.4     98.02    -0.09    -0.09
OULU       240608 300  070500-071000   00      94.08 1006.4     98.80     0.71     0.71
OULU       240608 300  071000-071500   00      92.38 1006.3     96.98    -1.14    -1.14
OULU       240608 300  071500-072000   00      93.73 1006.3     98.42     0.32     0.32
OULU       240608 300  072000-072500   00      94.70 1006.3     99.40     1.32     1.32
OULU       240608 300  072500-073000   00      91.97 1006.3     96.52    -1.62    -1.62
OULU       240608 300  073000-073500   00      94.20 1006.2     98.85     0.76     0.76
OULU       240608 300  073500-074000   00      93.08 1006.2     97.67    -0.44    -0.44
OULU       240608 300  074000-074500   00      91.92 1006.2     96.43    -1.70    -1.70
OULU       240608 300  074500-075000   00      93.25 1006.3     97.85    -0.26    -0.26
OULU       240608 300  075000-075500   00      93.68 1006.3     98.33     0.24     0.24
OULU       240608 300  075500-080000   00      94.43 1006.3     99.12     1.03     1.03
OULU       240608 300  080000-080500   00      93.63 1006.3     98.28     0.18     0.18
OULU       240608 300  080500-081000   00      93.17 1006.3     97.80    -0.31    -0.31
OULU       240608 300  081000-081500   00      93.95 1006.3     98.60     0.51     0.51
OULU       240608 300  081500-082000   00      93.08 1006.2     97.65    -0.46    -0.46
OULU       240608 300  082000-082500   00      93.78 1006.2     98.38     0.29     0.29
OULU       240608 300  082500-083000   00      92.78 1006.2     97.30    -0.82    -0.82
OULU       240608 300  083000-083500   00      92.02 1006.1     96.48    -1.65    -1.65
OULU       240608 300  083500-084000   00      93.78 1006.1     98.30     0.20     0.20
OULU       240608 300  084000-084500   00      93.48 1006.0     97.95    -0.16    -0.16
OULU       240608 300  084500-085000   00      93.60 1006.0     98.03    -0.07    -0.07
OULU       240608 300  085000-085500   00      94.48 1006.0     98.92     0.83     0.83
OULU       240608 300  085500-090000   00      93.75 1005.9     98.15     0.05     0.05
OULU       240608 300  090000-090500   00      93.03 1005.9     97.35    -0.77    -0.77
OULU       240608 300  090500-091000   00      94.15 1005.8     98.48     0.39     0.39
OULU       240608 300  091000-091500   00      91.98 1005.8     96.20    -1.94    -1.94
OULU       240608 300  091500-092000   00      94.03 1005.7     98.28     0.18     0.18
OULU       240608 300  092000-092500   00      92.38 1005.6     96.50    -1.63    -1.63
OULU       240608 300  092500-093000   00      94.65 1005.6     98.83     0.75     0.75
OULU       240608 300  093000-093500   00      93.87 1005.5     97.98    -0.12    -0.12
OULU       240608 300  093500-094000   00      93.55 1005.5     97.65    -0.46    -0.46
OULU       240608 300  094000-094500   00      94.10 1005.5     98.22     0.12     0.12
OULU       240608 300  094500-095000   00      94.77 1005.5     98.90     0.81     0.81
OULU       240608 300  095000-095500   00      93.80 1005.5     97.87    -0.24    -0.24
OULU       240608 300  095500-100000   00      92.93 1005.4     96.92    -1.21    -1.21
OULU       240608 300  100000-100500   00      93.88 1005.4     97.90    -0.21    -0.21
OULU       240608 300  100500-101000   00      92.95 1005.4     96.90    -1.23    -1.23
OULU       240608 300  101000-101500   00      94.43 1005.4     98.45     0.35     0.35
OULU       240608 300  101500-102000   00      92.32 1005.4     96.28    -1.85    -1.85
OULU       240608 300  102000-102500   00      93.43 1005.5     97.45    -0.66    -0.66
OULU       240608 300  102500-103000   00      95.22 1005.4     99.33     1.26     1.26
OULU       240608 300  103000-103500   00      94.82 1005.5     98.97     0.88     0.88
OULU       240608 300  103500-104000   00      93.72 1005.6     97.88    -0.22    -0.22
OULU       240608 300  104000-104500   00      91.83 1005.8     96.02    -2.13    -2.13
OULU       240608 300  104500-105000   00      93.25 1005.9     97.62    -0.49    -0.49
OULU       240608 300  105000-105500   00      93.28 1006.0     97.72    -0.39    -0.39
OULU       240608 300  105500-110000   00      92.70 1006.0     97.12    -1.00    -1.00
OULU       240608 300  110000-110500   00      92.65 1005.8     96.90    -1.23    -1.23
OULU       240608 300  110500-111000   00      93.80 1005.6     97.97    -0.14    -0.14
OULU       240608 300  111000-111500   00      93.27 1005.4     97.23    -0.89    -0.89
OULU       240608 300  111500-112000   00      93.22 1005.2     97.08    -1.04    -1.04
OULU       240608 300  112000-112500   00      93.23 1005.2     97.07    -1.06    -9999
OULU       240608 300  112500-113000   00      95.83 1005.2     99.75     1.68    -9999
OULU       240608 300  113000-113500   00      94.67 1005.1     98.53     0.44    -9999
OULU       240608 300  113500-114000   00      95.57 1005.1     99.45     1.37    -9999
OULU       240608 300  114000-114500   00      95.47 1005.0     99.25     1.17    -9999
OULU       240608 300  114500-115000   00      92.98 1004.9     96.62    -1.51    -9999
OULU       240608 300  115000-115500   00      94.18 1004.9     97.85    -0.26    -9999
OULU       240608 300  115500-120000   00      95.88 1004.8     99.57     1.49    -9999
OULU       240608 3600 120000-130000   00      94.47 1004.6     97.90    -0.21    -9999
OULU       240608 3600 130000-140000   00      94.95 1004.4     98.32     0.22    -9999
OULU       240608 3600 140000-150000   00      95.32 1004.0     98.37     0.27    -9999
OULU       240608 3600 150000-160000   00      95.52 1003.6     98.30     0.20    -9999
OULU       240608 3600 160000-170000   00      95.50 1003.3     98.05    -0.05    -9999
OULU       240608 3600 170000-180000   00      96.05 1003.0     98.42     0.32    -9999
OULU       240608 3600 180000-190000   00      95.82 1002.8     97.98    -0.12    -9999
OULU       240608 3600 190000-200000   00      96.15 1002.7     98.27     0.17    -9999
OULU       240608 3600 200000-210000   00      96.38 1002.6     98.45     0.35    -9999
OULU       240608 3600 210000-220000   00      96.22 1002.5     98.20     0.10    -9999
OULU       240608 3600 220000-230000   00      96.08 1002.4     97.98    -0.12    -9999
OULU       240608 3600 230000-240000   00      96.47 1002.1     98.17     0.07    -9999
*
COMMENT DATA SOURCE: OULU | DOWNLOADED ON 08.12.2024
COMMENT DETRENDING DONE BY IU
COMMENT UNIVERISTY OF OULU: FILE GENERATED FROM DATABASE AND OBTAINED FROM
COMMENT https://gle.oulu.fi at 2025-01-11 16:23:44 +00:00
COMMENT FOR HISTORICAL/ORIGINAL TEXT FILES SEE https://gle.oulu.fi/txtarchive/
COMMENT ORIGINAL AT https://gle.oulu.fi/txtarchive/GLE75/C075OULU_cor.DAT
COMMENT DETRENDED DATA SHOW -9999 IF EQUAL TO INC% COLUMN 
